PC1,PC2,PC3,PC4,PC5,onetsoc_code
8.5753,2.2555606,-5.233216,-2.2420232,-0.5223734,51-2061.00
6.19844,0.84017617,-0.37079373,1.2088457,1.2239178,51-2092.00
5.1854377,3.0114856,-1.426575,0.060802527,1.7228175,51-3011.00
7.1880364,2.3936958,0.21568118,0.9443429,0.15368867,51-3021.00
7.4653583,2.6796374,1.9607857,1.8921381,1.6553707,51-3022.00
10.801154,8.744316,-1.5533874,-0.8404843,0.84475774,51-3023.00
8.037955,1.5575699,-0.7281857,-1.871513,-1.1362904,51-3091.00
6.0112214,1.5187045,-0.6959006,0.45753473,-0.32625014,51-3092.00
7.582767,3.480589,-1.4770064,-0.6358219,-0.57155836,51-3093.00
10.30177,-0.89867806,-1.1055126,-0.8977737,-0.24362278,51-4021.00
8.174155,0.0070866733,-1.3049684,0.117418446,0.58781004,51-4022.00
9.271956,-3.988699,0.095292024,-0.9985774,-1.1186492,51-4023.00
10.639523,0.4196636,-2.6079693,-2.0076575,-0.60532427,51-4031.00
8.799778,-1.7751667,-2.785213,-0.3720699,0.4385824,51-4032.00
9.968622,-1.4380931,-2.4158092,-1.8249665,-1.0310417,51-4033.00
9.753106,0.95362544,-1.9455314,-1.723786,0.040747546,51-4034.00
8.60312,-0.05727994,-2.2270396,-0.4758033,0.4854667,51-4035.00
8.703379,-1.4957018,-2.8858213,-1.5545825,0.36036244,51-4041.00
9.876384,-3.1406422,0.97036785,0.29715386,-0.7548725,51-4051.00
9.872558,0.4328758,0.46691096,-0.5606863,0.5511609,51-4052.00
8.624489,-1.8501583,-4.259916,-2.420991,1.094886,51-4061.00
8.100483,0.2718577,-4.0019083,-1.1638231,0.58427906,51-4062.00
10.439169,2.2383547,0.7451496,0.015457619,3.076948,51-4071.00
9.944531,-0.228268,-1.3836043,-2.3328245,-0.8386705,51-4072.00
8.118976,-2.689971,-1.7334558,-0.7429371,0.11995789,51-4081.00
7.972021,-1.6476421,-4.888267,-1.7690033,1.2556622,51-4111.00
10.632539,2.161294,-2.270461,-0.8714241,0.8507092,51-4121.00
9.072613,1.4048357,-1.2332416,-1.48212,0.16870399,51-4122.00
10.118369,-2.1962614,-0.53922784,-1.5034127,-0.9972155,51-4191.00
7.46977,-1.4691614,-3.1070857,-0.018060949,1.5296192,51-4192.00
7.237209,0.28815988,-0.31871328,0.50465953,0.97281003,51-4193.00
9.168668,-2.2238536,-2.8608592,-1.2699646,-0.27244914,51-4194.00
2.3450594,2.8214087,-5.4378057,-0.93269974,0.91483617,51-5111.00
8.081337,0.21807191,-3.0944757,-1.9075388,-1.1084517,51-5112.00
7.7299066,0.10497721,-0.5509376,-0.38725585,0.0045370487,51-5113.00
7.3210807,6.4700627,-0.6778587,-0.6420404,0.49611968,51-6011.00
12.798427,8.793625,-2.5594623,-1.1256971,2.1054978,51-6021.00
10.060522,5.249236,-3.4751315,-2.7461581,-0.4650172,51-6031.00
8.308054,5.178814,-2.1327558,-1.2724572,1.2963687,51-6041.00
9.310737,3.196739,-2.6840072,-1.489724,1.3240001,51-6042.00
6.3002863,4.43422,-4.0809894,-0.58008105,2.9297628,51-6051.00
5.4218907,4.4043097,-2.6581988,-0.25647444,3.049504,51-6052.00
9.880067,0.87549853,-2.3578863,-1.6592195,-1.0803789,51-6061.00
10.671745,0.5772345,-1.97545,-1.3126549,-0.12157437,51-6062.00
10.154288,3.7433143,-2.7554865,-2.7064137,-0.36344326,51-6063.00
10.696496,1.3664773,-0.10948336,-0.20625557,0.28713372,51-6064.00
8.600588,-1.0068091,0.55932266,-0.20825724,-0.31759468,51-6091.00
1.0645837,-2.0584059,-3.8843048,-1.5207092,2.8407216,51-6092.00
8.815736,-1.1166519,-0.64857244,-1.3128797,2.2535322,51-6093.00
10.322818,-3.1404238,-2.0331068,-1.0392675,2.1468804,51-7011.00
8.596324,-0.31756896,0.006525218,-1.5259893,2.0918617,51-7021.00
6.034891,-1.435397,-2.2303095,-1.0991529,1.7507622,51-7031.00
8.156915,-1.9843358,-3.298977,0.9266702,2.1584597,51-7032.00
12.16303,2.4203925,-2.4791336,-2.1964421,-0.29622847,51-7041.00
11.876226,-0.17043701,-2.4209216,-2.33584,-0.48522756,51-7042.00
-0.86351,-5.779494,-2.8740993,-1.7109084,-3.24297,51-8011.00
0.35542586,-2.7397518,-1.7036277,0.5315755,-1.8373688,51-8012.00
6.0387225,-3.0007315,-1.0962473,-1.3418382,-2.4303179,51-8013.00
6.7872233,-4.583164,-0.7837749,-0.4102292,-0.7569215,51-8013.03
5.7900295,-6.9720154,0.17690043,-0.20473747,-0.16915877,51-8013.04
6.8595347,-3.7812824,-1.138603,-0.68580043,-0.8029221,51-8021.00
5.201548,-4.167679,-1.0916493,0.022514405,-1.1319226,51-8031.00
5.764335,-4.840727,-0.56064093,-1.7501591,-3.1072135,51-8091.00
5.8643947,-5.088831,-0.13369378,1.3947626,-1.7404051,51-8092.00
6.864076,-5.0379615,-0.32902828,0.12485232,-2.745861,51-8093.00
6.6902094,-5.4307256,1.1684315,0.46513954,-1.5584325,51-8099.01
5.7237597,-5.4426737,-0.013408269,0.34051055,-1.6269977,51-9011.00
8.703353,-3.2249427,-0.5230601,-0.808662,-1.0265111,51-9012.00
9.581026,-3.8573017,1.0897198,-0.29290187,-0.99216557,51-9021.00
10.432052,-0.09751248,-1.5432593,-0.73113406,0.59608597,51-9022.00
9.375477,-0.11581016,-0.7982594,-1.7538387,-1.1316006,51-9023.00
8.584239,6.817463,-2.7208815,-2.8148823,0.08746557,51-9031.00
10.080659,-1.7081635,-1.8405453,-1.4359802,-0.7614833,51-9032.00
9.894313,-1.923235,0.10990509,-1.1411366,0.19202802,51-9041.00
7.8244185,3.0244768,-0.628334,-1.2814137,-0.8617992,51-9051.00
5.659541,0.39138156,-2.3125644,-0.3763385,-0.90062684,51-9061.00
4.5019355,1.4059832,-4.912935,-0.28916332,3.1682518,51-9071.00
4.1184287,2.5822093,-5.2090425,-0.1448191,0.4801276,51-9071.06
4.243115,-0.7647949,-2.7111824,-1.7081417,1.1021502,51-9081.00
2.440152,-4.6684504,0.02441474,-1.5590662,1.7123789,51-9082.00
6.661125,0.7734582,-2.9804208,-1.5309933,0.15236172,51-9083.00
8.743684,0.9602202,1.0930485,0.72526246,-0.6110059,51-9111.00
7.3416963,7.3861227,-2.8699372,-2.3734906,1.9395468,51-9123.00
11.852599,0.7586843,-1.5332053,-2.8353937,-0.32989314,51-9124.00
6.561767,0.572372,-1.8310251,-1.9240367,-0.4140927,51-9141.00
4.336772,-0.24966736,-2.7018483,-1.4807373,-0.0075029996,51-9151.00
7.7556596,-5.4952993,-1.9163722,-0.54569143,-0.4227622,51-9161.00
2.5659173,-5.1494875,-4.6800146,-0.7835027,0.19513696,51-9162.00
10.03321,-1.4845388,0.41357327,-0.6888377,-1.0250437,51-9191.00
9.991607,4.167308,-1.0216953,-1.9907662,-0.96579885,51-9192.00
7.524343,-2.5968375,-0.7237464,-0.40788615,0.33972275,51-9193.00
7.162291,1.602654,-3.2375767,-1.1378971,2.1033227,51-9194.00
9.694048,0.67913216,-0.8372238,-0.4923192,0.31070122,51-9195.00
7.9584613,1.3509948,-1.166265,-0.31163713,3.5781574,51-9195.03
9.277107,-2.4413326,-2.3312774,-0.37315035,1.2977308,51-9195.04
8.448366,1.5775971,-1.5098479,-0.24375099,4.1198187,51-9195.05
8.744181,1.0996535,-1.5846031,-0.21560007,-0.19360867,51-9196.00
11.869431,2.8907323,-0.80280834,-0.5645849,0.3939973,51-9197.00
11.051292,3.841214,-0.9837567,-1.2035617,-0.13571033,51-9198.00
1.9016728,-5.1813955,5.397027,4.393323,-1.2920039,53-1041.00
-0.24901403,-0.31532934,3.160253,4.6892767,-0.5433379,53-1042.00
-2.206809,0.5196426,0.99229443,4.649808,-0.97448254,53-1042.01
-2.537122,-3.4298983,3.8455164,5.013546,-0.19638577,53-1043.00
3.3622983,-13.074321,5.351345,1.856495,-5.6884995,53-2011.00
2.9981983,-8.752849,4.5154896,2.53695,-4.342507,53-2012.00
-5.332127,-8.386847,1.9461592,0.99725604,-5.286604,53-2021.00
-1.3447173,-4.0662527,3.526065,3.3471615,-2.2921386,53-2022.00
-0.08886751,1.0743215,6.871941,1.1148367,-0.7971298,53-2031.00
4.886485,-0.3117076,5.457846,0.53035605,-1.5869746,53-3011.00
5.66098,3.0413518,1.3211312,3.4520266,-1.8572592,53-3031.00
11.545035,-2.2267146,3.5680404,2.4504848,-2.184724,53-3032.00
9.242201,1.7211597,2.1286037,1.2783235,-1.3179202,53-3033.00
8.660736,-0.3524396,4.764747,3.204287,-3.0494702,53-3052.00
7.668749,-5.973558,3.9903054,0.6940407,-4.9522586,53-4011.00
8.512503,-4.5570927,3.6305065,1.7464108,-2.4769282,53-4013.00
9.553422,-1.8273168,2.654406,0.26525733,-3.0187511,53-4022.00
2.8499599,-3.5013626,3.9848309,1.7911499,-2.0401046,53-4031.00
8.397086,-3.5005867,4.447939,1.4525566,-4.12071,53-4041.00
9.9924965,-5.0225654,3.810424,1.0097884,-2.006662,53-5011.00
5.2541165,-7.783371,5.097136,3.254712,-1.0125035,53-5021.00
8.087472,-4.932631,5.0959783,2.9337018,-1.0484279,53-5022.00
5.628207,-6.61198,0.53967977,0.21200106,-1.4781711,53-5031.00
7.7838874,1.6755708,1.4419085,0.99825144,-2.3004198,53-6011.00
7.50313,3.4959548,2.0731351,1.8210928,-1.9618789,53-6021.00
7.973637,0.01370643,0.886265,2.4511342,-0.04716169,53-6031.00
0.45047155,-2.965404,-1.464906,2.4203966,-0.15327272,53-6041.00
1.5829144,-1.1260638,-0.15017796,2.5291686,-2.3637273,53-6051.00
0.7445313,-7.3148704,1.7097976,2.340602,-0.9731602,53-6051.01
8.176019,0.23812802,-1.0912868,-0.35753968,-2.0798273,53-6051.07
3.1860654,5.3367524,3.2776241,0.55215794,-1.9729986,53-6061.00
8.436533,-0.65202963,0.54672676,-1.1694195,-2.453489,53-7011.00
10.787411,-2.8170393,1.0249344,0.3740448,-1.2544506,53-7021.00
10.692665,-0.14716916,-0.056260154,0.19236757,-0.2643863,53-7031.00
8.911761,-3.2319,1.8471968,-0.19811088,-1.4527441,53-7041.00
12.110933,0.82202595,0.629616,0.65702134,-1.1109593,53-7051.00
10.974713,6.1312594,-0.38350248,0.7579533,1.0011448,53-7061.00
10.853976,5.070913,-0.5065679,-0.7441133,-0.351339,53-7062.00
10.261583,1.0069513,1.0502021,1.0050267,-0.5722643,53-7062.04
9.9751835,3.6557565,-1.35006,-0.27548805,-0.8035183,53-7063.00
9.548907,7.489418,-1.6659608,0.08111461,0.26220405,53-7064.00
6.8406854,4.688836,0.64166296,0.60049385,-0.8863808,53-7065.00
7.648853,-4.1362424,-0.19004238,0.52849185,-1.0388986,53-7071.00
7.5591345,-3.578478,-0.435523,0.62668943,-1.6816834,53-7072.00
9.618813,0.7161673,-1.5129055,-0.7678513,-0.8103485,53-7073.00
12.819223,5.5245695,1.1008295,-0.25740507,-1.6776404,53-7081.00
10.187356,-2.9196122,1.7191956,0.49882472,-1.9751807,53-7121.00
