PC1,PC2,PC3,PC4,PC5,onetsoc_code
0.26667956,-4.4128237,2.0505712,-4.9825234,-3.331785,29-1071.01
-6.4505105,-4.067357,1.647714,-2.9989088,-0.6417001,29-1081.00
-6.497063,-1.4908015,6.0824275,-4.255771,1.5277809,29-1122.00
-3.8584437,0.8282538,5.4491467,-2.8573542,0.14346007,29-1122.01
-4.0894537,-1.9662803,5.7428007,-3.23123,0.23024598,29-1123.00
1.0719824,-3.4808164,2.3639295,-2.5009415,-1.6942552,29-1124.00
-4.3192616,0.5590537,7.862184,-1.1953588,2.679026,29-1125.00
-0.6916238,-4.0325837,3.5112488,-3.9901435,-1.8348529,29-1126.00
-8.902182,-0.28766108,3.2161856,-5.2994003,-1.8164903,29-1127.00
-4.2692785,-1.1287394,3.4310782,-3.898361,-0.5941796,29-1128.00
-6.313498,1.9814022,5.344151,-4.3886614,4.165063,29-1129.01
-5.3521805,0.2977289,7.1302576,-4.0369306,2.8646796,29-1129.02
-4.0962715,-3.3873494,1.9535558,-2.8758864,-1.0778533,29-1131.00
-3.7336204,-3.595654,5.450011,-3.3127046,-2.2188826,29-1141.00
-6.2679296,-2.3165073,4.3512464,-3.986754,-1.1487168,29-1141.01
-10.559706,-1.6006418,5.9629016,-2.7903209,-0.6053866,29-1141.02
-4.057276,-6.1143556,5.641488,-4.268972,-2.227241,29-1141.03
-7.098179,-3.764449,5.6938457,-2.9632595,-0.5825481,29-1141.04
-4.8543158,-8.140228,3.6662729,-3.6444135,-1.7233089,29-1151.00
-6.4023986,-2.2729034,5.66624,-4.4923067,-1.0604223,29-1161.00
-7.037562,-4.4344583,5.2384386,-3.9261942,-1.2483904,29-1171.00
-6.302318,-3.730878,2.6167426,-2.213688,-1.36597,29-1181.00
-4.2610826,-6.748346,2.4560742,-4.935684,-3.6769075,29-1211.00
-6.3767343,-1.5171056,2.4277503,-2.8446822,-1.2369949,29-1213.00
-9.519419,-1.6208642,3.7052934,-5.119168,-2.8637967,29-1215.00
-8.774309,-4.10681,3.4659882,-3.3679807,-1.1393132,29-1216.00
-10.131517,-3.7036355,1.9082509,-4.547467,-1.7859232,29-1217.00
-7.2478447,-4.2895694,4.946282,-3.9925103,-1.9228505,29-1218.00
-9.592837,-1.4775803,4.1552835,-4.1743345,-2.4103856,29-1221.00
-6.977669,-4.1525207,-1.093768,-3.2195966,-2.3396895,29-1222.00
-11.039168,-0.55272824,5.2487564,-4.928016,-1.1860024,29-1223.00
-5.8154273,-5.7806044,1.1612943,-4.0875993,-3.5245755,29-1224.00
-9.28074,-2.7380292,2.4348598,-2.8315086,-1.6097398,29-1229.01
-8.085439,-2.8309193,4.5872765,-4.138153,-2.01601,29-1229.02
-6.1284857,-6.262477,5.2487497,-2.6949096,-1.7842721,29-1229.03
-7.113756,-3.8318777,4.705952,-3.378459,0.95841676,29-1229.04
-12.320085,-4.125774,2.5912213,-1.9051001,-0.33079663,29-1229.05
-5.5536895,-4.8694286,3.0082455,-4.0810623,-1.4874587,29-1229.06
-5.3459077,-6.6422205,3.6637547,-2.2409496,-2.1408281,29-1241.00
-2.4089956,2.7467816,3.3356864,-3.667163,0.4931667,29-1291.00
2.2868233,1.7829483,1.0811332,-4.3510413,-1.3575684,29-1292.00
-9.239275,-1.6400623,2.751057,-3.327408,-0.95486116,29-1299.01
-4.5172086,0.7356796,0.45741913,-5.719868,-1.405498,29-1299.02
0.27326107,-3.893839,-1.2265338,-3.8014624,-2.1668122,29-2011.00
-1.550911,-2.144215,-4.2469387,-3.93462,-2.7237654,29-2011.01
1.0073066,-0.10542279,-2.7714617,-4.6250706,-3.1001,29-2011.02
1.5173717,-3.0368378,-1.1321813,-3.5439758,-2.3623755,29-2012.00
0.060648724,-2.1534586,1.4501215,-4.338787,-3.2479267,29-2031.00
-0.08513243,-2.2850986,2.8270533,-3.6347349,-1.4369988,29-2032.00
-1.053187,-2.5750566,-0.34881014,-3.282791,-2.3726625,29-2033.00
2.0964983,-1.9972279,3.0014188,-2.640723,-2.8332307,29-2034.00
0.73742855,-2.1241586,1.0285224,-3.3173432,-2.3198225,29-2035.00
-1.0303078,0.22416624,2.536414,1.5422964,1.6611508,29-2051.00
-1.2580723,1.34013,0.066503234,-0.30300316,-3.6808736,29-2052.00
-2.6246638,1.913813,6.484103,-2.5184493,-0.7332768,29-2053.00
2.9764452,-2.3466806,1.2211604,-2.1822202,-1.6695689,29-2055.00
-0.075411454,-2.7840378,1.4184034,-3.1190565,-1.528257,29-2056.00
1.1992491,4.5996103,-0.8740401,-3.9079921,-2.5636225,29-2057.00
-2.5068014,-1.2862984,5.558353,-2.3968112,-2.4274178,29-2061.00
-2.1770115,-0.3385824,0.12607169,1.6457679,-0.22126703,29-2081.00
-3.539106,-4.0531154,0.59329623,-1.8383944,2.8130054,29-2091.00
-2.4635415,0.3549378,1.2243379,-0.28632656,-0.5469083,29-2092.00
-1.0674019,-1.6369883,1.0126445,-4.031782,-2.3836339,29-2099.01
-0.5226294,1.7448756,1.137052,-3.075927,-2.9937027,29-2099.05
-6.4477744,3.1567574,4.0447855,-0.63732505,-1.4224881,29-2099.08
-2.3047414,-1.4221176,5.5907297,-3.7172308,-0.50677437,29-9091.00
-8.929021,2.346734,1.2099212,-5.722689,-2.2253935,29-9092.00
2.125625,-4.0015697,3.7726777,-3.9885254,-2.3251097,29-9093.00
-4.2190065,0.14997292,5.309272,-3.949406,-1.2713569,29-9099.01
1.0455705,3.0993457,3.8012252,-1.1235383,-0.3438808,31-1121.00
1.7960154,4.0500464,5.3566093,-0.53103036,0.910679,31-1122.00
2.5110645,4.7867126,4.0792375,-1.603365,0.03228386,31-1131.00
7.1269155,7.6343184,3.2420895,-2.1707757,-0.75421405,31-1132.00
0.7107777,1.613883,6.3671064,-2.3291698,-1.3871595,31-1133.00
-1.5130447,1.6575993,5.597672,-2.6791267,0.22149011,31-2011.00
0.58044136,4.204622,4.6395574,-2.4215071,0.550367,31-2012.00
-0.70077425,0.39717886,4.2866993,-3.997583,-1.0233941,31-2021.00
2.3883293,5.161808,2.6362548,-2.3696735,-0.5851723,31-2022.00
2.3053477,7.233003,3.206848,-3.3977237,1.448824,31-9011.00
1.3854254,2.32382,0.9554277,-0.9066471,-1.3302836,31-9091.00
-2.8363152,0.5264856,3.0735178,-1.5618918,-2.7252407,31-9092.00
6.2727604,-1.0237707,0.22682607,-1.0837231,-2.084596,31-9093.00
-0.6119014,8.06835,-3.8562586,-4.070026,-5.228032,31-9094.00
1.9606858,6.21206,-1.1715964,0.6844828,-2.686808,31-9095.00
2.8394203,2.9025269,0.45926726,-1.9918209,-0.4897132,31-9096.00
1.0282547,1.672498,1.7232934,-1.8136942,-0.8030878,31-9097.00
-4.4639153,4.4104323,1.1215875,-3.9724452,-2.2409174,31-9099.01
3.2862551,-0.44125858,1.4200944,-2.4231248,-1.3844695,31-9099.02
-2.1657083,-2.0054197,9.064373,2.9280853,-1.6580205,33-1011.00
-4.5674634,-5.18768,8.35022,3.7255828,-1.4735682,33-1012.00
0.3196148,-7.012982,7.5270324,3.2438476,-0.07751763,33-1021.00
5.2775097,-8.153644,8.271802,1.2248026,-0.18812065,33-2011.00
-0.51873714,-3.8110015,3.399849,1.3817914,-0.7445462,33-2021.00
0.21829157,-3.7117693,3.851233,2.4295704,0.004855369,33-2022.00
2.7136018,5.842316,4.691092,0.53908813,-3.0355308,33-3011.00
1.4208051,-2.3542118,8.222879,0.77261597,-2.133164,33-3012.00
-3.016881,-4.7373023,7.484853,1.230924,-2.9572701,33-3021.00
0.055380248,-1.3671838,1.6733353,-1.3993304,-3.3666356,33-3021.02
-8.467263,0.83683866,-0.56924355,0.15430242,-1.8768599,33-3021.06
-0.06708513,-4.3373175,6.631078,0.7247565,-1.0398467,33-3031.00
4.761685,2.2450953,3.6556392,0.6243246,-0.82710564,33-3041.00
-0.20295817,-4.8520975,10.170119,2.0116186,-2.7020535,33-3051.00
-1.8255932,-1.453545,5.7802577,0.43826392,-2.868588,33-3051.04
0.9190306,-3.9855282,8.841005,2.3513517,-1.8680719,33-3052.00
1.8609582,2.4073114,4.8478894,1.0546709,-1.4910048,33-9011.00
-4.0181274,0.74527043,1.6952268,1.371454,-3.06369,33-9021.00
-1.0125362,0.6213192,0.7811788,0.71192485,-4.280783,33-9031.00
2.5692763,1.1629406,6.7087197,2.2363608,-0.55692667,33-9032.00
6.970325,8.835303,1.8922896,-0.6883657,-2.0206213,33-9091.00
4.3137956,3.7754056,5.7156234,-1.7760116,-1.7873392,33-9092.00
4.280699,0.4832601,3.2386794,-1.1381743,-3.254738,33-9093.00
-0.979583,-0.34907734,3.4204876,2.3834906,-2.4994829,33-9099.02
-2.1988747,-4.3903327,4.2893815,4.8863254,3.1249378,35-1011.00
-1.5030555,-0.47416425,2.5574858,4.845357,0.15558754,35-1012.00
5.537172,9.903407,-0.94870466,1.4739587,-0.54272133,35-2011.00
3.4252791,2.042584,0.34003404,0.95767754,0.92921686,35-2012.00
3.312926,3.6007211,-0.35863888,1.3501005,2.7948177,35-2013.00
5.092306,3.0997999,0.06775387,0.82256997,1.073991,35-2014.00
4.3022404,4.968301,0.7394166,0.87190396,0.20858268,35-2015.00
5.5305142,7.307925,1.1503525,0.797206,1.3931565,35-2021.00
1.3689154,3.5238574,2.5579665,1.3512162,0.5326257,35-3011.00
4.2736206,7.981221,0.64910597,3.1042962,0.6497759,35-3023.00
4.8342934,4.466456,1.5138292,0.12978019,-0.14202376,35-3023.01
2.4991763,7.315533,2.9391837,0.8823765,-0.030642841,35-3031.00
4.92147,7.2808385,0.4197486,0.37269026,0.6809393,35-3041.00
7.529206,9.243757,0.99054235,0.8985775,1.1147068,35-9011.00
10.402253,6.657194,0.797035,1.5159879,0.4691426,35-9021.00
1.307455,9.101681,0.9871011,1.4952345,-0.026207468,35-9031.00
1.5354164,2.6525173,2.0339978,3.006848,0.6176499,37-1011.00
1.2638321,-4.5254893,3.968292,4.2687364,1.0439932,37-1012.00
8.457854,7.5579886,-0.26720503,-0.6229505,-0.23413427,37-2011.00
7.054755,8.7742405,0.75015235,-0.03649627,0.9189448,37-2012.00
3.45045,-3.5371633,2.9220521,1.2748548,-0.92007804,37-2021.00
11.434554,4.5478044,0.31183496,-0.43966854,1.4336181,37-3011.00
6.393153,0.07183247,0.81675625,1.1758766,-0.15099636,37-3012.00
11.079366,-1.5372576,3.66798,-0.28823465,0.2403648,37-3013.00
-1.6641577,-0.87591296,3.5520349,3.92296,-1.855028,39-1013.00
-3.8781211,1.7764714,3.6369157,2.7372782,-0.2893405,39-1022.00
3.1857705,0.8876087,4.3589187,-0.231054,0.9251304,39-2011.00
4.9041424,6.665087,0.40790898,-1.5104749,0.5313341,39-2021.00
2.7907562,6.7445555,-0.27318528,0.83709466,-2.64871,39-3011.00
1.5007868,6.2342715,-1.723328,1.5491762,-3.0147853,39-3012.00
7.477347,2.874157,-1.1682818,-0.5834741,-0.83163947,39-3021.00
3.6949134,8.483819,0.7617011,0.9153077,-0.4417849,39-3031.00
4.4612985,8.122037,0.89504015,-0.033905152,-0.7709096,39-3091.00
2.987472,5.782119,0.073844135,-0.24750341,5.10433,39-3092.00
4.095639,13.730005,-0.56770194,-0.6231348,-0.42858806,39-3093.00
2.6723204,1.2543559,3.3170433,-0.9851336,0.051523335,39-4011.00
4.3551073,8.6765375,1.3801836,0.82489485,0.6514625,39-4021.00
-2.0432353,0.34040555,5.466104,4.3141336,0.5564283,39-4031.00
4.8772674,6.9290257,-0.86050826,0.40056324,1.4200757,39-5011.00
0.9446781,3.097809,-0.34653744,-0.62636876,1.5650034,39-5012.00
0.942598,2.6845415,0.18396854,-0.9275926,5.2721996,39-5091.00
4.0471196,9.140165,-2.2034822,-1.1521647,1.9991105,39-5092.00
5.0978975,10.724598,-0.5062249,-1.8619165,0.82771295,39-5093.00
1.6338922,6.6526628,0.15880784,-2.42513,0.30711457,39-5094.00
5.715768,4.413094,3.9771423,2.2967308,-0.72897387,39-6011.00
-3.8797204,7.454364,3.0002508,2.5103426,0.49241388,39-6012.00
-0.26086083,9.304397,2.3767364,-0.7372796,2.813824,39-7011.00
-2.2273626,1.9506136,2.886737,3.6315565,-0.6028262,39-7012.00
0.1431106,5.029223,2.658237,-1.5218599,0.8316604,39-9011.00
-0.52454174,1.7060649,7.5270257,-1.4491295,1.6290274,39-9011.01
3.5469642,4.848573,5.903435,-2.3887036,3.7389412,39-9031.00
-3.1995413,2.2104912,5.19062,0.87556124,1.9430519,39-9032.00
-3.8668275,2.6167107,5.881165,2.681766,0.71848357,39-9041.00
-3.355606,2.708187,2.1867366,4.612796,0.08459917,41-1011.00
-7.8862357,1.5398967,-0.2975324,5.6096888,-0.5639712,41-1012.00
2.6782634,7.1116214,-0.8339291,1.5542452,-2.1256044,41-2011.00
3.6855237,5.0360813,-1.4486254,0.69378823,-3.811566,41-2012.00
1.4682715,4.663489,0.46235967,3.0156958,-1.8497475,41-2021.00
0.1731073,0.51279664,1.0030369,4.294602,-1.5670131,41-2022.00
-1.2997795,5.7335176,0.83279574,2.8072927,0.9430636,41-2031.00
-5.3369107,4.258797,-0.60727936,4.2562556,0.5778321,41-3011.00
-5.8611574,5.833087,-1.4929358,3.4198196,-2.0033634,41-3021.00
-6.9206734,3.495105,-1.8636135,4.1079407,-1.194872,41-3031.00
-5.3128734,5.7300572,-0.6671364,3.039515,-1.4941586,41-3041.00
-6.3505406,2.8918412,-1.2754616,3.5236094,0.24746759,41-4011.00
-3.5728137,2.169627,-1.3236167,3.6481783,1.9203793,41-4011.07
-2.5430207,6.4387197,-0.48199248,3.8763897,0.62960017,41-4012.00
0.3347942,4.954856,1.2010207,0.5757715,0.52302897,41-9011.00
7.8964667,15.384329,-2.2322664,-2.0633554,4.5238256,41-9012.00
-5.630556,5.956669,-0.45861393,5.018263,0.08884597,41-9021.00
-4.5796323,2.276095,2.1991785,6.1347675,0.54870474,41-9022.00
-8.393014,-1.6894908,-3.2127128,2.9998283,1.3294731,41-9031.00
-1.1556882,12.927954,-1.1288248,2.035457,-0.11252118,41-9041.00
-2.4655344,10.617875,-0.99876404,2.8547895,0.6606503,41-9091.00
-7.609053,0.4412482,1.0215102,4.4326015,-1.4928769,43-1011.00
-0.21382971,8.578466,-0.5454726,0.26178575,-4.3993835,43-2011.00
-0.77130914,10.229139,-1.3520461,0.6698959,-2.8762145,43-2021.00
-2.6625946,8.262648,-2.7769375,2.169472,-3.2790587,43-3011.00
-1.5827004,6.207719,-3.8689518,1.844466,-3.7455835,43-3021.00
-1.6733383,6.805892,-5.192656,1.4853961,-4.5257387,43-3031.00
0.16448335,6.4651566,-1.9901731,1.5978793,-3.555291,43-3041.00
-2.3426552,7.4836807,-4.764302,1.4792501,-4.36323,43-3051.00
-5.1338677,4.1824865,-1.9965165,3.4852772,-1.9659213,43-3061.00
-0.5784385,4.3007956,-1.4569309,1.7441403,-4.2282777,43-3071.00
-4.2621326,5.1525054,-3.0843217,1.916349,-3.7938795,43-4011.00
-3.8989575,6.7512383,-3.3328137,1.9468127,-3.36296,43-4021.00
-2.7897856,5.9367967,-1.452902,1.6968694,-3.5672503,43-4031.00
-4.414631,8.081559,-2.4143817,2.6393337,-3.8680406,43-4041.00
-3.9943407,6.2490935,-0.81876653,2.2019799,-2.4321344,43-4051.00
-5.707622,7.199331,0.36738274,1.5563663,-3.0526705,43-4061.00
-0.30291042,4.5830927,-1.802651,0.3755013,-1.6377245,43-4071.00
-1.964289,6.090088,0.07312413,2.6640267,-0.6767247,43-4081.00
-4.2467356,7.3106184,-0.4713612,0.86486626,-2.5917547,43-4111.00
0.8784494,6.831334,0.32168454,-0.5509001,-1.4448527,43-4121.00
-5.9201293,3.6213334,-3.0830588,1.9299275,-4.014104,43-4131.00
-3.5263753,7.407861,-1.889437,2.311633,-3.7468765,43-4141.00
-2.8436198,3.661192,-2.1385174,3.922258,-3.1493843,43-4151.00
-4.430892,7.211461,-1.5557488,1.8097454,-3.280058,43-4161.00
-1.6153507,8.332055,-0.88667995,0.94520146,-3.3438287,43-4171.00
-2.530782,4.0118203,2.7949965,1.0561506,-1.6096078,43-4181.00
0.18325081,3.6773076,0.41304478,5.1670136,-1.423876,43-5011.00
-4.9604597,3.1396244,-1.7330065,5.338166,-2.0235794,43-5011.01
7.4855456,3.7496176,1.7681053,0.82535255,-3.0016143,43-5021.00
-4.4315596,-0.13907251,5.2183337,1.3356713,-3.3118324,43-5031.00
-4.1495295,2.9549842,0.62319607,2.479858,-2.7018774,43-5032.00
7.513539,1.5540146,-0.20184593,1.197246,-1.948622,43-5041.00
2.3422642,4.123458,-0.32849258,1.8609297,-2.4511917,43-5051.00
7.944732,6.9521437,1.2001337,1.6982241,-1.9720478,43-5052.00
7.4822,6.207634,-1.5984824,-2.0426908,-2.51964,43-5053.00
-0.5577784,2.6625807,-3.619733,2.7920725,-2.3791986,43-5061.00
4.9785953,2.8919716,-0.45321995,2.4099376,-1.1920686,43-5071.00
3.4822104,0.9410621,-1.7703277,0.8449634,-2.5406141,43-5111.00
-5.2592564,4.0558305,-1.0131406,1.4589664,-3.453118,43-6011.00
-2.3375013,8.27613,-2.457243,-0.32196847,-3.5792751,43-6012.00
-2.9092376,8.335034,-0.905018,0.9882593,-2.6310353,43-6013.00
-3.8064349,6.944986,-1.0616599,1.8114794,-3.166264,43-6014.00
0.7200848,4.929292,-1.891903,0.7820761,-3.8601894,43-9021.00
1.2466074,8.021881,-4.6894894,-0.6543498,-3.9227452,43-9022.00
-0.86441374,0.38772777,-3.9091198,-2.0540233,1.5230297,43-9031.00
-1.8650513,6.3444295,-2.4945195,0.6900297,-3.957922,43-9041.00
6.5041685,5.3814497,-1.3747046,-0.11861036,-2.6237674,43-9051.00
-1.5739222,6.8372016,-2.0592618,1.2333566,-2.953953,43-9061.00
5.437798,2.656893,-3.3663838,0.09017312,-1.2084619,43-9071.00
0.2213389,10.500161,-5.201606,-3.3193011,-1.7607358,43-9081.00
-5.964807,1.2922325,-5.297756,0.34692982,-2.847373,43-9111.00
2.329072,-4.9143972,3.645191,3.7574086,0.8944623,45-1011.00
0.45024776,-2.6228573,1.0463612,0.78348297,-2.4997094,45-2011.00
5.8638926,3.3014753,-0.9928649,0.5105933,0.6840165,45-2021.00
9.085613,11.226356,-2.986935,-1.8976111,0.586486,45-2041.00
11.482527,0.48487204,1.0381184,-0.58128947,-0.13922593,45-2091.00
11.160793,0.735714,2.4284317,-0.4730019,2.2477508,45-2092.00
7.663236,-1.2497256,2.0217369,0.67527276,0.960896,45-2093.00
10.902344,0.44219583,1.5386615,0.26163736,0.40502775,45-3031.00
6.9772897,0.35824123,2.7224398,-0.035330027,-0.31391633,45-4011.00
14.0572195,-0.299925,1.436443,-0.55327994,-0.45432103,45-4021.00
12.4067335,-1.1774899,-0.37678993,-0.016771585,-1.4654412,45-4022.00
5.2927313,-0.09080274,-1.2670496,1.2084606,-1.6455255,45-4023.00
1.626599,-3.6250894,1.5398629,4.022819,0.52661324,47-1011.00
0.80188066,-5.6707525,1.1633887,4.546311,1.9450904,47-1011.03
8.9777775,-4.622042,-0.252877,-0.11206454,1.5432642,47-2011.00
10.033523,-1.4278774,0.31209064,0.8546787,2.0155027,47-2021.00
7.63224,-1.9559882,1.8009424,-0.34388235,2.3861938,47-2022.00
6.8409142,-5.031211,1.5330116,1.9409071,2.740385,47-2031.00
8.692251,0.38226628,0.7139339,1.4171652,1.6517559,47-2041.00
7.6467657,4.886527,-1.4248022,-0.065702096,2.1278496,47-2042.00
10.823313,3.1194053,0.25764653,0.7686843,1.8624983,47-2043.00
8.203195,1.064707,-1.0532786,0.49367505,2.557128,47-2044.00
10.368199,-0.04337656,1.6491562,-0.28827026,1.2719162,47-2051.00
11.693388,1.225783,0.07803039,0.5535044,2.7969625,47-2053.00
11.560578,2.1619923,1.1893086,-1.2176996,1.4758222,47-2061.00
11.686587,0.5602444,1.0689255,-0.3560216,0.93062687,47-2071.00
12.619453,-1.1985381,0.90529764,1.608972,-0.0144310035,47-2072.00
10.791224,-1.633358,0.39605707,0.17094657,-0.48977107,47-2073.00
10.254236,1.1337527,0.14994815,0.6372966,2.352163,47-2081.00
10.2136545,6.798251,-0.51976407,-0.98271406,1.3861191,47-2082.00
6.14581,-6.945651,0.5366647,1.002379,0.8471875,47-2111.00
9.213922,1.4175671,-0.68551326,0.6304834,2.3209832,47-2121.00
10.562639,1.785465,0.47788957,0.93797624,1.2807972,47-2131.00
8.034574,1.0129584,1.4115485,2.8475895,2.6497617,47-2132.00
7.96663,3.2877562,2.0133007,2.1820788,3.035112,47-2141.00
8.909762,4.813304,-0.057816517,0.7688839,2.2270236,47-2142.00
9.786041,-0.47691494,0.5795647,0.34261677,1.7026434,47-2151.00
8.540758,-4.3386145,0.26989225,0.8528021,2.014902,47-2152.00
6.084596,-5.0363326,0.72270775,2.5550864,2.3516898,47-2152.04
9.551298,1.0126797,1.2973808,0.72843486,3.1726046,47-2161.00
11.68669,0.8451169,0.8224731,0.25027385,2.2717202,47-2171.00
10.002599,-0.2900617,3.1814637,1.2612123,1.7849522,47-2181.00
8.974082,-3.0127244,-1.4577937,0.47816798,1.6406581,47-2211.00
11.471423,-4.9974217,3.3583384,0.26383144,0.9623746,47-2221.00
7.8042154,-2.6553311,-0.94703525,0.78253984,1.9789361,47-2231.00
12.357071,0.78407526,0.19782175,-0.6872998,1.8924106,47-3011.00
9.272444,-0.265452,1.0314947,2.136771,2.4396203,47-3012.00
8.767975,-1.0236111,0.83483344,1.4843429,2.4859757,47-3013.00
11.842107,5.566766,1.2628428,-0.9938441,1.1996619,47-3014.00
10.154602,3.3999808,-0.73218006,1.5806482,2.2486174,47-3015.00
10.720384,0.48569772,2.9706523,1.540566,1.7166029,47-3016.00
-0.83987147,-3.1843705,-0.6187469,1.8725812,-0.429122,47-4011.00
-0.8614457,-4.5766883,-1.5043544,1.7956165,0.18778625,47-4011.01
7.4676523,-4.8465962,-0.21672045,0.25208357,1.3105274,47-4021.00
10.24991,1.6280196,1.8838332,2.5588033,3.7067559,47-4031.00
5.1998997,-3.9707847,2.7866912,0.8323908,0.008978114,47-4041.00
9.927325,-1.280067,2.9886649,1.2581267,-0.14354932,47-4051.00
11.196317,-3.921286,2.4832933,1.4302303,0.39648694,47-4061.00
10.173668,-2.956288,1.9206486,1.8611317,-0.16629797,47-4071.00
7.394222,-0.07417971,1.4979147,0.50898504,0.8974927,47-4091.00
5.7171855,-4.2396946,0.9417499,2.4710195,1.7039615,47-4099.03
10.027486,-5.379289,3.783836,-0.009844723,-1.2636303,47-5011.00
6.566424,-4.061622,1.6468637,-0.2830792,-1.3876942,47-5012.00
7.766894,-6.6101384,2.296155,1.8255409,-0.67911804,47-5013.00
11.877239,-3.8783553,2.1925118,0.6856775,-1.0692178,47-5022.00
9.480952,-3.6767068,0.47640482,0.34150708,-0.2814005,47-5023.00
5.1652703,-6.3385854,1.8766826,1.3689631,-0.785184,47-5032.00
11.624817,-3.6356776,1.9622955,0.18490078,-0.6888183,47-5041.00
12.266488,-3.3422081,3.262942,0.92662835,-0.32101896,47-5043.00
11.443451,0.5364173,1.2085887,-0.24897644,-0.8564805,47-5044.00
10.893151,2.9503448,1.6787925,-0.5899307,1.1873046,47-5051.00
12.067823,0.12393778,0.45778677,-0.4430326,-0.32724196,47-5071.00
11.47758,-3.955698,2.4569702,0.79858583,-0.58986616,47-5081.00
0.49236608,-6.618754,1.2467262,4.0213475,-0.99989015,49-1011.00
4.9969087,-1.737372,-2.226101,-0.71543,-0.6049379,49-2011.00
5.790606,-3.8118281,-0.112639084,1.5012499,0.42734343,49-2021.00
5.42273,-6.8307753,1.3548161,1.0357916,-0.71315,49-2022.00
3.305044,-4.7039595,-2.2319243,-0.8779779,0.42324582,49-2091.00
8.382437,-5.662754,-1.4068323,-0.5828729,-0.104407065,49-2092.00
6.074196,-2.8516588,-1.3064104,0.9839396,1.3863223,49-2093.00
4.56412,-6.236272,-2.6891866,-0.44657674,0.50280213,49-2094.00
5.205328,-5.285856,-1.7051367,0.04841604,-0.18472908,49-2095.00
6.8899508,-4.4673796,-1.2081267,0.10897708,0.52701443,49-2096.00
6.2055993,-3.059241,-1.7551553,0.72305954,1.4107875,49-2097.00
6.306167,-2.0301704,-1.2382103,0.47174478,-0.06693136,49-2098.00
6.1191974,-7.509834,-0.48414496,-0.8024046,-0.7903466,49-3011.00
9.679886,-1.0847503,-0.4444589,-0.025490133,1.5181593,49-3021.00
8.821472,2.6216502,-0.4660654,1.2265171,0.75627065,49-3022.00
8.400595,-5.20898,0.0012667985,-0.69407296,-0.6537409,49-3023.00
9.544295,-5.038489,0.6798112,-0.16588949,1.0123677,49-3031.00
9.109829,-5.7603097,0.6219446,0.1104195,0.3700398,49-3041.00
10.01674,-6.691292,-0.38590777,-0.41168493,-0.30343807,49-3042.00
11.056374,-4.0972824,0.06505877,0.54761034,0.9492373,49-3043.00
8.9679165,-3.1036704,-1.1400714,0.21954262,-0.030013196,49-3051.00
7.336032,-2.695128,-0.4836843,-1.6851358,0.41060212,49-3052.00
8.709599,-2.147014,-0.35739848,0.08968461,1.4117339,49-3053.00
5.49549,-2.0824566,-0.40344295,1.6079594,2.5823996,49-3091.00
7.487936,-2.1441374,-0.17000207,-0.38777664,0.15113315,49-3092.00
10.029688,1.936514,0.960013,1.7973639,0.72523034,49-3093.00
8.510529,-2.232692,0.30516115,0.6441314,1.4359988,49-9011.00
7.187964,-2.7534833,-1.1669447,0.20907319,0.3888434,49-9012.00
6.7377744,-5.9646444,0.56403786,0.89085424,1.3598177,49-9021.00
6.5154886,-2.7358465,-0.4489887,1.3465896,0.12512462,49-9031.00
10.018348,-5.864779,-0.7910454,-1.5576962,0.49465716,49-9041.00
9.531827,-2.376878,-1.1887,-0.2931176,0.78423005,49-9043.00
8.465781,-7.810401,1.6975291,0.59694546,1.8139939,49-9044.00
10.849682,0.932552,-1.0165699,-1.4289918,0.18911885,49-9045.00
8.569275,-4.7992234,1.9112431,0.27682066,0.767727,49-9051.00
7.5687737,-1.2543422,0.938942,1.659674,0.58662677,49-9052.00
4.258208,0.20612109,-5.3277564,-1.0369574,1.2573105,49-9061.00
6.399315,-3.898427,-2.7855175,-0.8635599,-0.32694325,49-9062.00
5.4335837,-2.7479365,-0.7265475,-1.2892153,2.2597864,49-9063.00
5.890661,2.0173204,-4.8246403,-0.11105013,1.1836728,49-9064.00
8.6396885,-4.094547,-0.7333806,-0.3902448,0.47070596,49-9071.00
7.102839,-6.1957326,1.2830142,0.29680732,0.60463065,49-9081.00
8.134822,1.2485487,-1.8853751,0.21666694,-0.7525588,49-9091.00
7.220814,-7.258809,3.2761528,-0.3334045,0.20528911,49-9092.00
6.7273726,-1.7211887,-0.10395552,2.369569,0.339765,49-9094.00
7.986295,-9.585824,5.783472,2.244578,2.7556677,49-9095.00
9.470707,-1.5611954,1.6202095,1.3984966,1.5688416,49-9096.00
10.253282,-5.103434,-0.5498708,-0.33983693,-1.4189953,49-9097.00
10.692499,-0.61281383,0.101768576,0.3227346,1.2159499,49-9098.00
6.383199,-6.748973,-0.40560606,0.3643577,-0.38829145,49-9099.01
-0.81215006,-3.8423915,1.6950675,3.8890746,0.2778775,51-1011.00
7.363665,-3.199297,-0.58225876,0.22085407,1.7471751,51-2011.00
7.4832377,3.652295,-1.336941,-0.43117237,0.8095169,51-2021.00
7.494629,2.1042495,-4.438966,-3.4241633,-0.092115946,51-2022.00
8.023733,1.6610476,-4.7010098,-2.8601038,-0.11754945,51-2023.00
9.597892,-0.5774432,-1.6512301,-0.047917146,0.33496302,51-2031.00
9.570177,3.9431505,-2.0239224,-0.7628432,1.1749756,51-2041.00
8.091143,-1.4146645,0.92248625,0.27625248,1.7753147,51-2051.00
