knowledge_Administration and Management,knowledge_Administrative,knowledge_Economics and Accounting,knowledge_Sales and Marketing,knowledge_Customer and Personal Service,knowledge_Personnel and Human Resources,knowledge_Transportation,knowledge_Production and Processing,knowledge_Food Production,knowledge_Computers and Electronics,knowledge_Engineering and Technology,knowledge_Design,knowledge_Building and Construction,knowledge_Mechanical,knowledge_Mathematics,knowledge_Physics,knowledge_Chemistry,knowledge_Biology,knowledge_Psychology,knowledge_Sociology and Anthropology,knowledge_Geography,knowledge_Medicine and Dentistry,knowledge_Therapy and Counseling,knowledge_Education and Training,knowledge_English Language,knowledge_Foreign Language,knowledge_Fine Arts,knowledge_History and Archeology,knowledge_Philosophy and Theology,knowledge_Public Safety and Security,knowledge_Law and Government,knowledge_Telecommunications,knowledge_Communications and Media,skills_Reading Comprehension,skills_Active Listening,skills_Writing,skills_Speaking,skills_Mathematics,skills_Science,skills_Critical Thinking,skills_Active Learning,skills_Learning Strategies,skills_Monitoring,skills_Social Perceptiveness,skills_Coordination,skills_Persuasion,skills_Negotiation,skills_Instructing,skills_Service Orientation,skills_Complex Problem Solving,skills_Operations Analysis,skills_Technology Design,skills_Equipment Selection,skills_Installation,skills_Programming,skills_Operations Monitoring,skills_Operation and Control,skills_Equipment Maintenance,skills_Troubleshooting,skills_Repairing,skills_Quality Control Analysis,skills_Judgment and Decision Making,skills_Systems Analysis,skills_Systems Evaluation,skills_Time Management,skills_Management of Financial Resources,skills_Management of Material Resources,skills_Management of Personnel Resources,abilities_Oral Comprehension,abilities_Written Comprehension,abilities_Oral Expression,abilities_Written Expression,abilities_Fluency of Ideas,abilities_Originality,abilities_Problem Sensitivity,abilities_Deductive Reasoning,abilities_Inductive Reasoning,abilities_Information Ordering,abilities_Category Flexibility,abilities_Mathematical Reasoning,abilities_Number Facility,abilities_Memorization,abilities_Speed of Closure,abilities_Flexibility of Closure,abilities_Perceptual Speed,abilities_Spatial Orientation,abilities_Visualization,abilities_Selective Attention,abilities_Time Sharing,abilities_Arm-Hand Steadiness,abilities_Manual Dexterity,abilities_Finger Dexterity,abilities_Control Precision,abilities_Multilimb Coordination,abilities_Response Orientation,abilities_Rate Control,abilities_Reaction Time,abilities_Wrist-Finger Speed,abilities_Speed of Limb Movement,abilities_Static Strength,abilities_Explosive Strength,abilities_Dynamic Strength,abilities_Trunk Strength,abilities_Stamina,abilities_Extent Flexibility,abilities_Dynamic Flexibility,abilities_Gross Body Coordination,abilities_Gross Body Equilibrium,abilities_Near Vision,abilities_Far Vision,abilities_Visual Color Discrimination,abilities_Night Vision,abilities_Peripheral Vision,abilities_Depth Perception,abilities_Glare Sensitivity,abilities_Hearing Sensitivity,abilities_Auditory Attention,abilities_Sound Localization,abilities_Speech Recognition,abilities_Speech Clarity,interest_Realistic,interest_Investigative,interest_Artistic,interest_Social,interest_Enterprising,interest_Conventional,onetsoc_code
-0.96407545,1.2700227,-0.31801823,0.55389994,1.1500791,-0.6870359,-0.91051525,-0.48357913,0.33827373,0.23829737,-0.7622164,-0.83782834,-0.5483619,-0.071478225,-0.32817775,-0.5013263,0.54968596,1.7703122,-0.0251505,-0.24712348,0.059067216,1.7123744,0.46566173,-0.97723854,0.27713293,0.37046757,-0.15043531,-0.21519789,-0.1684477,-0.8112793,-0.4341368,0.853259,0.44806543,-0.6390103,-0.21193348,-0.09942556,-1.1150109,0.31627095,0.7400443,-0.5886191,-0.45782396,-1.1780442,-0.4850616,-0.36823905,-0.32087937,-1.266023,-0.99762124,0.0760709,0.33579472,-0.6740519,-0.25634864,0.053580422,-0.14700325,-0.47831795,-0.7003655,-0.60735977,-0.22930007,-0.10826841,-0.0696437,-0.07133938,-0.45448396,-0.8452399,-1.2437439,-0.9429465,-0.28820747,0.24501818,0.63214135,-0.98000616,-0.8293123,-0.92327523,-0.6687506,-0.10005245,-1.1904402,-1.0083141,-0.8683305,-0.8390061,-0.8622088,-0.3649141,-0.768611,0.22037679,0.35255158,-0.83677095,-1.3316282,0.20373137,-0.83426136,-0.9602125,-1.0613446,-0.22281155,-0.37084898,0.4803659,0.72086596,0.5269993,-0.19195133,0.8062343,-0.07681261,0.24759872,0.032390393,0.33236256,0.9306745,0.84783703,-0.10191382,0.27353013,0.96045125,0.6953351,1.2051449,0.9331292,0.4974802,0.4154691,-1.656056,-0.07580092,-0.60898596,-0.81559694,-0.8334717,-0.27097726,-0.85538954,0.76807284,-0.30356804,-0.86863744,-1.068153,-1.0126643,0.8728313,0.54359424,-0.76644915,0.33916047,-1.1298656,-0.57615817,31-9096.00
-0.11831226,1.1441453,-0.10397473,-0.49727657,1.4534658,0.7077676,-0.042605113,0.4354387,0.4396396,0.18519038,-0.5151178,-0.24183063,0.16784222,-0.27371565,-1.0727102,-0.17186962,0.91422814,1.0838796,0.97780615,0.8137727,-0.395838,1.2904344,0.35800514,0.59553313,0.17388813,1.173933,0.31129745,-0.14083171,0.2567801,0.29329437,0.3509311,0.14545308,0.02856453,-0.6390103,-0.47530392,-0.09942556,-0.32992366,-0.75363857,0.4706289,-0.5886191,-0.2258564,0.1655959,-0.4850616,0.7170107,-0.0070404112,-0.5019455,-1.2377653,0.28457844,1.2894347,-1.2021177,-1.2554924,-0.27405107,0.043947875,-0.47831795,0.03671604,-0.25310406,-0.22930007,-0.10826841,-0.0696437,-0.21344842,0.7045314,-0.8452399,-0.8018491,-0.7100113,-0.28820747,-0.27345398,-0.21942246,-0.21324372,-0.5425082,-0.051827665,-0.41535693,-0.30490476,-0.72640455,-0.7686975,0.04172579,-0.26209694,-0.6171469,-0.3649141,-0.048817944,-0.6053268,-0.8298368,-0.47457108,-1.0039297,0.52029735,0.45359787,-0.75807464,-0.5622851,-0.22281155,-0.37084898,1.3161874,0.5851426,0.9076506,-0.19195133,0.11720599,-0.07681261,-0.08636346,-0.11268088,-0.4797909,0.45962855,0.08098129,0.7346601,0.27353013,-0.20526159,0.5146555,0.4450873,-0.058730226,0.31548554,0.2281056,0.96998084,-0.07580092,0.4253021,-0.81559694,-0.8334717,-0.27097726,-0.85538954,-0.5682837,-0.596502,-0.86863744,-0.37414452,-0.12190397,0.4786779,0.72356707,-0.76644915,0.45407438,-0.85315496,0.9069892,31-9097.00
-1.0676382,1.0340021,-1.5869917,-0.82071555,-0.05082489,-1.7625471,-1.4564587,-1.7130758,-0.59091455,-0.31932658,-1.1274924,-1.3663546,-0.9689897,-1.42647,-2.0508213,-1.2235969,-1.210173,-0.517797,1.4974099,0.91148674,-1.0121614,-0.0062595624,2.2599354,1.7254857,1.516072,0.39409888,-0.38130167,-0.5870293,-0.22391213,-0.7969342,-0.96638644,-0.29692602,0.07517602,0.503691,0.88544446,-0.09942556,0.43450278,-0.95743066,0.04405394,-0.8762507,0.0061111883,0.37774935,0.19060156,0.7170107,-0.63471836,-0.2606581,0.0029798048,0.28457844,0.831688,0.07742538,-0.8590068,0.053580422,-0.6904796,-0.47831795,-0.4413909,-0.60735977,-0.9413947,-0.3954127,-1.0523853,-0.6634604,-1.399996,-0.30470774,-0.1478451,0.18589233,-0.6528963,-0.79192615,-0.51862055,-0.98000616,0.6525101,0.6104727,0.6404509,0.8926927,0.20166682,0.37408772,0.04172579,0.004168341,0.15888332,0.69326764,-0.768611,-0.8200099,-0.8298368,-0.11237119,0.7164892,-0.112834595,-0.19033171,-0.9602125,-1.0613446,-1.3160809,1.1601788,-0.5003313,-0.41016352,-0.6149546,-0.33837274,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-0.7362604,-0.9535092,-1.2823173,-0.96109784,-1.3349286,-0.98240346,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,-0.34303758,-0.44390905,-0.09184192,-0.81559694,-0.8334717,-1.718249,-0.85538954,2.125984,1.3864342,-0.6175518,1.707881,1.3314413,-1.2275921,0.6275817,0.74000233,1.5112822,-0.7965551,0.2997949,31-9099.01
-0.1010518,0.27873686,-0.012241435,-0.6185662,0.05030379,0.18681696,-0.16859198,0.65898365,-0.033401594,0.41089505,0.043539833,-0.590433,-0.44604698,0.24199024,-1.3208874,-0.18454102,0.67539006,1.1046805,0.3373641,0.22748785,-0.35181493,1.6712097,0.34604332,0.5497243,0.31154785,0.9376194,-0.34832078,-0.19660634,0.2567801,0.19287868,-0.4607496,0.23392877,-0.34432486,0.26789537,0.05143697,-0.09942556,-0.86708885,-0.95743066,-0.23658739,-0.30098748,0.0061111883,-0.06423742,-0.4850616,0.17438583,-0.32087937,-0.74323285,-1.2377653,0.28457844,0.10692129,-0.4303297,-1.2554924,-0.27405107,0.9693266,-0.47831795,-0.7003655,0.755161,0.9192395,1.3992392,1.0834401,1.4208056,0.50627863,-0.57497376,-0.3599544,-0.7100113,-0.28820747,-0.79192615,-0.21942246,-0.71769255,0.05500097,0.15731956,0.11254695,-0.30490476,-0.5036676,-1.4691147,0.68122554,-0.5505516,-0.8622088,-0.3649141,-0.048817944,-0.8200099,-0.8298368,0.22196655,-1.0039297,0.20373137,0.45359787,0.30314884,0.19628555,0.30195725,0.39466494,0.9038489,0.86789995,0.9076506,0.7879448,0.8062343,0.45641834,0.7552214,0.3346222,0.58883184,-0.011417334,0.68959683,0.44072872,0.46654502,0.36982322,0.16719498,0.5921951,-0.058730226,0.31548554,0.025128469,1.3846177,-0.07580092,0.4253021,0.042471454,0.15254451,-0.0736222,0.080112405,-0.30963424,-1.1373025,-0.07353291,-0.37414452,-0.73137194,0.87801766,0.46560633,-0.76644915,0.22424658,-1.0984212,0.3993349,31-9099.02
1.9529444,1.5532475,-0.4556178,-1.022865,-0.22780038,1.9513276,0.8812995,-0.3469682,1.1154128,0.8490283,-0.8696505,-0.5454521,-0.36646882,-0.58718395,-0.63474965,-0.95749724,-0.5565111,-0.4553941,2.101601,1.8467505,-0.63062793,0.12752631,1.6738061,0.91619503,0.6384901,1.2684581,-0.51322544,-0.06646528,2.0871084,2.9614851,2.5597663,1.171772,0.665584,0.503691,0.88544446,0.50279075,0.70308536,-0.75363857,-0.5172287,1.0707926,0.25740987,0.58990276,1.8017966,1.8022605,2.2944477,1.5087845,1.7640378,0.49308595,0.10692129,0.07742538,0.12427743,-0.27405107,-1.0576934,-0.47831795,-0.20233743,-0.60735977,-0.22930007,-0.85005784,-0.39722425,-0.8055694,-0.63748616,-0.30470774,0.7359444,0.63384414,0.47156158,-0.0038484505,0.056760393,2.3090003,0.6525101,0.6104727,0.6404509,0.68784034,0.20166682,-0.08671285,0.97637874,1.1136081,0.6694294,0.006879945,-0.40871447,-0.8200099,-0.34186667,0.5563043,0.7164892,0.52029735,0.7626838,0.92640686,-1.0613446,0.30195725,1.1601788,-0.21057962,-0.11609557,-0.41701573,-0.33837274,0.52840024,1.7246438,0.08729687,1.3863888,-0.4797909,0.9306745,1.2982124,3.8322442,1.0777595,1.1469651,1.5570369,0.28572026,0.9331292,1.4529533,1.9768317,-0.34303758,1.3399984,-0.60898596,0.8779591,1.3752044,0.3539812,0.7910938,-0.30963424,1.6568344,1.2237428,0.319864,0.44068083,-0.6000582,-0.9141842,-0.76644915,0.96544105,2.2787058,0.48892117,33-1011.00
1.7285581,0.73504305,0.18651325,-0.6320428,0.7455644,2.2034006,0.79730827,-0.49599826,-0.48954847,0.11880633,-0.6977559,-0.36552832,-0.49152035,-0.5770721,-0.67854565,-0.52666914,-0.06626469,-0.26818508,2.0049305,1.8048731,0.6460417,0.41568053,1.3388749,1.0230827,0.65569794,1.339352,-0.2328875,0.4540985,1.3475815,2.9041047,3.1585476,1.9326637,1.1472327,0.73948675,1.1488149,0.6929641,0.95100725,-0.10829624,-0.23658739,1.0707926,1.475241,1.7037097,1.8017966,1.8022605,2.2944477,2.011467,1.2637373,1.8136353,0.831688,1.0929356,0.5366229,0.053580422,-1.0576934,-0.47831795,0.29569063,-0.08960173,0.34496972,-0.85005784,-0.22688238,-0.8055694,-0.25623125,0.82140195,0.96572983,1.0817959,2.38618,1.2819625,1.7829031,2.8134491,0.93931425,1.0287672,1.1683547,0.8926927,0.9070012,0.5952718,1.2715319,0.84734285,0.93491364,1.0650617,0.34107068,0.005693674,0.1085665,1.2807041,0.7164892,0.52029735,0.45359787,1.1453897,-0.06322563,1.9637272,1.1601788,0.2017588,0.3023852,0.146348,0.37120745,0.52840024,1.5517042,0.7552214,1.0962465,0.07589306,0.9306745,0.84783703,2.430418,0.46654502,0.18330935,0.5146555,0.12635317,-0.5165115,0.6946415,0.60283244,0.07159931,0.6037821,0.15638696,1.7134465,1.3752044,0.962493,1.4833653,0.76807284,1.1160342,1.4748282,1.0138725,1.0501488,-0.68303794,-0.6202288,-0.68457675,0.5574968,2.6434608,0.6481852,33-1012.00
1.7112981,1.0812066,0.5381565,-0.03907129,1.1880027,1.8673034,1.3432516,-0.49599826,0.05106998,-0.29277307,0.25840792,0.07303607,2.4983478,1.3239613,-0.05080281,1.1586288,1.5176083,0.3142428,1.1469793,0.61834425,1.0129008,1.5682973,1.0278676,1.633868,0.51803786,-0.031264823,-0.28235883,-0.02928219,0.12736285,2.789344,1.5218798,1.4725897,0.65004694,0.26789537,0.88544446,0.10659592,0.1659202,-0.10829624,-0.38252085,0.8052869,0.25740987,0.58990276,0.8142895,1.2596356,1.3006232,0.74470687,1.0035808,1.1533607,1.2894347,0.58518046,-0.46252117,0.053580422,0.77837527,0.005766875,0.29569063,0.59165865,0.48279434,0.64548534,0.25793687,0.37867254,0.12502368,0.82140195,0.08194036,0.63384414,1.2313306,0.24501818,1.2075222,2.0466866,0.93931425,0.15731956,1.1683547,0.48298803,1.1297382,0.83488834,1.2715319,0.55888826,0.6694294,0.69326764,0.7309593,0.005693674,-0.11665008,1.2807041,1.399195,0.20373137,1.0975275,1.5665101,0.67538226,0.8704579,1.1601788,0.6140972,0.86789995,0.5269993,0.65278685,0.8062343,1.1770009,0.7552214,1.0962465,0.86667407,1.1567763,1.2982124,3.8322442,1.4798743,1.3490222,1.390256,1.2051449,2.3446217,1.4529533,1.9768317,1.3846177,0.9718902,0.94244605,1.7134465,1.3752044,0.3539812,1.9511162,0.76807284,1.1160342,1.4748282,0.6529877,0.44068083,0.26604226,-0.65022427,-0.76644915,0.47131145,2.1089063,0.15048464,33-1021.00
0.7101905,0.20006306,-0.33330706,-0.86114556,0.97310394,0.89262134,1.8192028,-0.6698665,0.15243606,-0.19983587,0.1832041,0.21922432,2.4756112,1.3846325,0.09518416,1.1206145,1.6181716,0.62625766,1.050309,0.26936528,1.4384573,1.8358691,1.063753,1.6949464,0.41479304,0.063260384,-0.38130167,-0.04787374,0.3492208,2.5598226,1.2424492,2.6227744,0.65004694,-0.6390103,-0.21193348,-0.47977218,-0.082001746,0.09549583,0.04405394,0.8052869,0.7406761,0.1655959,0.5024455,0.456551,1.3006232,0.26213217,0.0029798048,0.28457844,1.2894347,0.07742538,-1.04932,0.053580422,1.7037542,0.25749096,-0.20233743,0.9322888,1.2063744,1.3992392,0.74275595,0.674733,0.7045314,0.82140195,0.31172583,0.41882747,0.07648132,-0.27345398,0.33294296,-0.45537892,0.365706,-0.26097488,0.11254695,-0.49399883,-0.021070093,-0.32632938,1.2715319,0.55888826,0.4039452,0.35007378,-0.048817944,0.005693674,0.1085665,1.2807041,1.7268934,1.5227575,1.4323711,2.8298714,0.9348934,0.30195725,0.39466494,1.3161874,1.1506574,0.5269993,1.3511035,1.4952625,1.7246438,1.4231457,1.8457812,1.4009856,2.5887563,2.0650682,3.8322442,2.6862183,1.737593,2.4187388,1.6709869,3.7561135,2.014104,1.9768317,0.07159931,2.3876896,1.190675,2.3005464,2.3612206,1.5710047,2.1756365,1.3284811,2.2427022,2.2699332,0.319864,0.44068083,0.98174214,-0.25428435,-0.5208321,0.28744927,0.13419873,-1.0539507,33-2011.00
0.0542923,0.04271622,-0.5320621,-0.9554818,1.086874,0.85901165,0.7693112,-0.8313156,0.00038703557,-0.120175086,0.05428324,0.2979409,2.7029774,0.47456348,-0.28438142,1.0826001,1.115355,-0.18498117,0.663627,0.31124306,0.7927856,0.49801022,0.19053973,1.4811715,0.07064336,0.22867979,-0.38130167,0.37973228,0.7744486,2.803689,2.1605797,1.2248573,0.71219516,-0.16741894,0.05143697,0.50279075,-0.082001746,-0.10829624,-0.090653904,-0.03548189,0.0061111883,0.37774935,-0.14723001,0.456551,-0.32087937,1.0061021,0.52329284,0.7189695,0.58374137,-0.18660751,-0.25634864,0.3812119,-0.88143075,-0.47831795,0.03671604,0.0739006,-0.09147546,-0.7064857,0.4282789,-0.5095089,0.50627863,-0.30470774,0.08194036,0.63384414,-0.28820747,0.4938846,0.33294296,0.028891457,0.6525101,0.8196199,0.38705724,1.0817868,0.42440373,0.37408772,1.2715319,0.84734285,0.6694294,1.0650617,1.0908558,-0.39064366,-0.11665008,0.5563043,0.3614819,1.5227575,0.14451197,1.3643725,-0.06322563,1.4389584,-0.003402642,0.05688296,0.019627836,-0.6149546,-0.19195133,0.11720599,0.28347868,0.08729687,0.032390393,0.86667407,-0.4824632,0.23922148,1.5712337,0.6756449,0.5718803,0.5146555,0.28572026,-0.058730226,-0.06367039,0.80580974,0.07159931,0.6037821,1.190675,1.4424778,1.8879333,0.5513362,1.4833653,0.25077394,0.25976607,1.2237428,-0.013259778,-0.12190397,0.42162928,0.60958433,-0.74188745,-0.17795202,0.31657612,0.65813893,33-2021.00
1.7803398,0.8294512,0.49229002,-0.47032335,0.5053832,2.2538152,1.7632086,-0.2724533,-0.6415975,0.7162605,0.12948707,0.1629979,0.50889176,0.82847923,-0.18219076,0.93054324,0.4365523,1.0318769,0.27694482,0.5485485,1.8786885,0.25102088,0.5374326,1.0994308,-0.32512873,0.08689169,-0.44726348,1.4766345,-0.18693586,1.3548329,1.4420425,1.0125157,1.2870663,-0.6390103,0.05143697,-0.09942556,0.43450278,-0.75363857,-0.090653904,1.0707926,-0.2258564,0.58990276,0.19060156,-0.36823905,1.6406159,0.5034195,0.52329284,0.7189695,-0.12195211,0.58518046,-0.6686937,0.053580422,0.77837527,-0.47831795,0.03671604,0.0739006,0.20714511,0.64548534,0.25793687,0.2365635,-0.25623125,0.82140195,0.08194036,0.41882747,0.07648132,-0.0038484505,0.056760393,1.0377891,0.365706,-0.051827665,0.6404509,-0.10005245,-0.021070093,0.37408772,0.97637874,0.27043363,0.15888332,-0.7367081,-0.40871447,-0.39064366,0.1085665,-0.47457108,1.7268934,1.5227575,1.0975275,1.3643725,-0.06322563,-0.22281155,-0.003402642,0.2017588,0.019627836,-0.2343033,0.37120745,0.8062343,0.64377,0.24759872,0.17746153,0.07589306,0.70457244,0.23922148,0.44072872,0.46654502,0.36982322,0.6953351,0.4450873,0.9331292,0.31548554,0.60283244,0.07159931,1.67979,0.15638696,1.1715088,1.3752044,1.3736497,1.2401346,-0.30963424,-0.30356804,0.9726572,-0.7350292,-0.12190397,0.8105966,0.20164639,-0.61089164,0.24722932,0.36688727,-0.008779368,33-2022.00
-0.17009363,-0.13036568,-0.8531275,-1.1845845,-0.4806224,-0.014841216,-0.08460074,-1.2535669,-0.33749965,-0.57158506,-1.2993871,-1.1414498,-0.76435995,-0.9006523,-1.5544664,-1.1475683,-0.9964759,-0.69460535,0.784465,0.6323034,-0.30779186,-0.58256805,0.5493944,-0.45807132,-0.067016356,-0.2675781,-0.5956776,-0.04787374,0.2198038,2.1725047,2.1605797,0.5524417,-0.5152323,-1.0743246,-0.76062244,-1.4781833,-0.32992366,-1.806565,-1.0785114,-1.1417562,-0.70912266,-1.1780442,0.19060156,1.8022605,-0.63471836,0.26213217,0.26313633,-1.0185949,-0.12195211,-0.6740519,-1.461665,-1.2065408,-1.0576934,-0.47831795,-0.9593401,-0.7708621,-0.8035699,-0.85005784,-1.0523853,-0.8055694,-0.8204886,-0.011918957,-1.4558533,-2.0538669,-0.28820747,-1.3103982,-1.3701843,-0.45537892,-0.25570405,-0.92327523,0.11254695,-0.8879452,-1.6544758,-1.4691147,0.68122554,-0.8390061,-0.8622088,-1.0799019,-3.0479586,-2.042051,-1.524255,-0.83677095,-0.29391506,-1.4318608,-1.1433473,0.30314884,-1.5604041,3.0569966,-0.003402642,-0.6340626,-0.54588693,-0.9956059,-0.7551101,0.11720599,0.8311216,-0.42032564,0.636854,-1.2705718,1.1567763,1.1521448,2.159097,0.46654502,0.96045125,0.5146555,0.12635317,-0.5165115,0.31548554,0.4154691,-0.75767446,-0.07580092,-0.8779011,0.31344044,0.3891884,-0.0736222,0.080112405,-0.5682837,-0.596502,0.4286384,0.6529877,0.74541485,0.21418002,-0.72221327,-0.76644915,0.063367166,0.6498866,0.35951892,33-3011.00
0.8482741,1.0340021,-0.27215177,-1.0093882,0.12615031,0.74137735,0.41934735,-0.48357913,0.9971526,0.5702163,-0.55809146,-0.8490735,-0.13910237,-0.4658414,-0.32817775,-0.6280405,-0.5942223,-0.37219006,1.255734,1.3860984,-0.32246622,0.5288839,1.063753,0.5191847,0.5868681,2.001029,-0.34832078,0.24959123,1.3290933,2.0003626,1.748086,1.8972733,0.38591686,0.26789537,0.88544446,-0.28959888,0.70308536,-0.95743066,-0.65193653,0.5176553,0.25740987,0.37774935,1.8017966,1.8022605,0.98678416,1.2674972,1.2637373,0.28457844,0.10692129,0.07742538,-1.04932,-0.27405107,-0.32326585,-0.47831795,-0.20233743,0.25102848,-0.09147546,-0.10826841,0.087594815,-0.07133938,-0.25623125,-0.011918957,0.08194036,-0.04704282,-0.28820747,-0.79192615,-0.8178186,-0.21324372,0.6525101,-0.26097488,0.6404509,-0.49399883,-0.021070093,-1.0083141,0.97637874,0.55888826,0.6694294,-0.3649141,-0.768611,-1.0181786,-0.8298368,0.22196655,1.0714966,0.8632445,0.45359787,0.92640686,0.19628555,1.4389584,1.1601788,0.4803659,0.5851426,0.34428683,0.51762885,0.8062343,1.5517042,0.40790042,1.2413176,0.33236256,2.3438122,1.1521448,3.5609233,1.881989,0.96045125,1.7238178,1.2051449,0.43719947,1.4529533,1.1961503,0.07159931,0.9718902,0.4253021,1.4424778,1.3752044,0.74869126,1.0156144,1.3284811,1.3864342,1.2237428,0.6529877,0.74541485,0.37495312,-0.97417504,-0.7582619,0.56898826,0.2599763,0.18034641,33-3012.00
0.5548459,1.3172268,0.21709087,-0.82071555,0.7582052,0.99345046,1.1052765,-0.5208366,-0.30371082,0.75609076,-0.4506573,-0.961526,-0.51425695,-0.8197572,-0.67854565,-0.33659798,-0.40566602,-0.039374106,1.811589,1.7211182,1.3357369,0.29218572,1.3627986,0.82457733,0.87939465,1.575665,-0.28235883,0.6957888,1.3290933,2.6745834,3.1585476,1.5787605,1.3026035,0.73948675,1.7194519,0.3126174,1.4675118,-0.5328634,-0.090653904,1.3362982,0.7406761,-0.06423742,0.19060156,1.5418007,0.98678416,0.74470687,0.76343685,0.0760709,1.0605613,1.3569684,-0.6686937,-0.27405107,-0.32326585,-0.47831795,0.29569063,-0.08960173,0.20714511,-0.85005784,-0.0696437,-0.8055694,-0.25623125,1.1141907,-0.1478451,0.41882747,-0.28820747,-0.27345398,-0.21942246,0.028891457,1.5607243,0.8196199,0.8938445,0.68784034,0.9070012,0.5952718,1.2715319,1.3798734,1.9560058,1.4368558,1.4507524,-0.19247499,-0.34186667,1.2807041,2.436908,1.8393235,1.0975275,1.5665101,0.19628555,0.8704579,1.9256928,-0.07684833,0.019627836,-0.6149546,-0.045529928,0.52840024,1.1770009,0.9155231,0.78192514,0.86667407,1.8727663,0.5435292,2.430418,0.6756449,0.36982322,0.5146555,0.28572026,0.9331292,0.4974802,0.4154691,0.96998084,2.0195816,-0.09184192,2.3005464,2.3612206,0.74869126,1.2401346,-0.029430151,1.1160342,1.4748282,1.3747573,1.0501488,-0.23183589,0.9395343,-0.6027044,-0.097512245,0.78195304,0.30974865,33-3021.00
-0.8432522,0.7193084,-1.3117926,-1.4675936,-0.012901637,-0.5021826,-0.8405226,-1.2784052,-0.6415975,-0.99644125,-0.24653234,-1.3438642,-0.8439381,-0.34449896,-0.4595657,0.550401,1.0147914,0.56385475,0.38569933,0.35312048,-0.19039689,0.024614075,-0.59894085,-0.3206448,0.019020963,0.41773045,-0.38130167,0.9374792,-0.24240029,1.3261427,2.9589539,-0.56235325,-0.8881217,0.26789537,0.622074,0.3126174,0.43450278,-0.75363857,-0.23658739,0.8052869,0.0061111883,-0.06423742,-0.4850616,-0.107779354,-0.63471836,0.00073703827,0.26313633,0.28457844,-0.36989874,0.07742538,-0.8590068,0.053580422,-0.6904796,-0.47831795,-0.20233743,0.25102848,0.34496972,-0.85005784,-0.39722425,-0.8055694,-0.45448396,-0.30470774,0.08194036,-0.7100113,-0.28820747,-0.27345398,-0.51862055,-0.71769255,0.6525101,0.8196199,0.11254695,0.68784034,0.42440373,-0.08671285,0.04172579,0.84734285,1.1799755,1.4368558,0.7309593,0.005693674,-0.11665008,-0.47457108,-0.29391506,1.8393235,0.7626838,0.7242693,-0.3227368,0.30195725,0.7927325,0.3466346,0.3023852,0.34428683,0.37120745,0.38392642,0.64377,0.08729687,0.3346222,0.58883184,0.9306745,0.08098129,0.16940746,0.080515064,-0.20526159,0.16719498,0.28572026,-0.5165115,0.31548554,0.2281056,0.96998084,0.6037821,1.190675,1.4424778,1.1385608,-0.0736222,1.0156144,-0.029430151,0.25976607,0.7006478,0.319864,0.44068083,-0.102180116,0.32162803,-0.31615117,-0.49396515,0.15935421,1.2852417,33-3021.02
0.3649809,1.0182674,-0.24157412,-0.9554818,0.07558596,-0.19969495,-0.42056587,-0.2972916,-0.35439396,1.1543934,-0.40768367,-0.7253759,-0.5597302,-1.0725542,0.18277612,-0.81811166,-0.77020836,-0.4449936,0.9657223,1.5117307,2.0547807,-0.4590734,-0.3238188,0.36648855,1.9118441,0.748569,-0.2328875,1.5138177,0.829913,2.4163709,2.7061353,1.3664185,1.2249182,1.1748011,1.1488149,1.2951803,0.95100725,0.53704613,0.04405394,1.0707926,0.7406761,0.37774935,-0.4850616,-0.107779354,-0.0070404112,0.74470687,1.0035808,0.28457844,0.10692129,0.58518046,-0.06603551,0.3812119,-1.0576934,-0.47831795,0.7937187,-0.7708621,-1.3778397,-0.85005784,-1.3799659,-0.8055694,-1.9795035,-0.011918957,0.31172583,0.63384414,-0.6528963,-0.0038484505,-0.21942246,-0.98000616,0.6525101,1.2553438,0.6404509,1.2708808,0.66570246,0.5952718,1.2715319,1.1136081,1.4250374,1.7800496,0.34107068,0.6332286,0.59653664,0.5563043,0.7164892,1.8393235,0.14451197,-0.9602125,-0.3227368,-0.22281155,-0.7382953,-1.3250082,-1.2471251,-1.3762572,-1.0366895,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-1.2705718,-0.9535092,-1.2823173,-0.96109784,-0.93281394,-1.3709744,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,0.96998084,0.6037821,-1.1261299,-0.81559694,-0.8334717,-0.4683325,-0.6308691,-0.30963424,-0.596502,-0.86863744,1.707881,1.3314413,-1.1809161,1.5274451,0.19964483,-0.5686592,0.5241092,0.9866217,33-3021.06
