knowledge_Administration and Management,knowledge_Administrative,knowledge_Economics and Accounting,knowledge_Sales and Marketing,knowledge_Customer and Personal Service,knowledge_Personnel and Human Resources,knowledge_Transportation,knowledge_Production and Processing,knowledge_Food Production,knowledge_Computers and Electronics,knowledge_Engineering and Technology,knowledge_Design,knowledge_Building and Construction,knowledge_Mechanical,knowledge_Mathematics,knowledge_Physics,knowledge_Chemistry,knowledge_Biology,knowledge_Psychology,knowledge_Sociology and Anthropology,knowledge_Geography,knowledge_Medicine and Dentistry,knowledge_Therapy and Counseling,knowledge_Education and Training,knowledge_English Language,knowledge_Foreign Language,knowledge_Fine Arts,knowledge_History and Archeology,knowledge_Philosophy and Theology,knowledge_Public Safety and Security,knowledge_Law and Government,knowledge_Telecommunications,knowledge_Communications and Media,skills_Reading Comprehension,skills_Active Listening,skills_Writing,skills_Speaking,skills_Mathematics,skills_Science,skills_Critical Thinking,skills_Active Learning,skills_Learning Strategies,skills_Monitoring,skills_Social Perceptiveness,skills_Coordination,skills_Persuasion,skills_Negotiation,skills_Instructing,skills_Service Orientation,skills_Complex Problem Solving,skills_Operations Analysis,skills_Technology Design,skills_Equipment Selection,skills_Installation,skills_Programming,skills_Operations Monitoring,skills_Operation and Control,skills_Equipment Maintenance,skills_Troubleshooting,skills_Repairing,skills_Quality Control Analysis,skills_Judgment and Decision Making,skills_Systems Analysis,skills_Systems Evaluation,skills_Time Management,skills_Management of Financial Resources,skills_Management of Material Resources,skills_Management of Personnel Resources,abilities_Oral Comprehension,abilities_Written Comprehension,abilities_Oral Expression,abilities_Written Expression,abilities_Fluency of Ideas,abilities_Originality,abilities_Problem Sensitivity,abilities_Deductive Reasoning,abilities_Inductive Reasoning,abilities_Information Ordering,abilities_Category Flexibility,abilities_Mathematical Reasoning,abilities_Number Facility,abilities_Memorization,abilities_Speed of Closure,abilities_Flexibility of Closure,abilities_Perceptual Speed,abilities_Spatial Orientation,abilities_Visualization,abilities_Selective Attention,abilities_Time Sharing,abilities_Arm-Hand Steadiness,abilities_Manual Dexterity,abilities_Finger Dexterity,abilities_Control Precision,abilities_Multilimb Coordination,abilities_Response Orientation,abilities_Rate Control,abilities_Reaction Time,abilities_Wrist-Finger Speed,abilities_Speed of Limb Movement,abilities_Static Strength,abilities_Explosive Strength,abilities_Dynamic Strength,abilities_Trunk Strength,abilities_Stamina,abilities_Extent Flexibility,abilities_Dynamic Flexibility,abilities_Gross Body Coordination,abilities_Gross Body Equilibrium,abilities_Near Vision,abilities_Far Vision,abilities_Visual Color Discrimination,abilities_Night Vision,abilities_Peripheral Vision,abilities_Depth Perception,abilities_Glare Sensitivity,abilities_Hearing Sensitivity,abilities_Auditory Attention,abilities_Sound Localization,abilities_Speech Recognition,abilities_Speech Clarity,interest_Realistic,interest_Investigative,interest_Artistic,interest_Social,interest_Enterprising,interest_Conventional,onetsoc_code
-0.25639632,0.40461433,-0.31801823,3.2627017,-0.4806224,-0.8718895,-1.2604791,-0.95550704,-0.57402027,1.7252945,-0.31099305,0.095526524,-0.9689897,-1.3354632,0.62073636,-1.2109256,-1.3107365,-0.89221483,0.6515432,0.66022205,0.52864695,-0.860431,-0.8979865,-0.763464,1.0342622,-0.38573465,0.11341195,-0.41970512,-0.205424,-1.6289508,-0.5671994,-0.17305984,2.3746603,0.73948675,0.33675548,0.50279075,0.1659202,0.31627095,-0.79787004,0.5176553,1.2239423,0.1655959,0.19060156,-0.36823905,0.3329524,1.0061021,0.76343685,0.49308595,0.10692129,1.3569684,0.12427743,1.6413335,-1.0576934,-0.47831795,2.287803,-0.60735977,-1.3778397,-0.85005784,-1.2227273,-0.8055694,-0.8204886,1.1141907,1.1955153,1.3147311,0.07648132,0.4938846,0.056760393,0.028891457,0.6525101,0.8196199,0.6404509,0.8926927,1.8350726,0.83488834,0.68122554,0.84734285,0.6694294,1.0650617,1.0908558,0.22037679,0.35255158,0.22196655,0.7164892,0.52029735,-1.1433473,-0.9602125,-1.3208557,-0.22281155,-0.003402642,-1.3250082,-1.2471251,-1.5741957,-1.1718477,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-1.2705718,-0.9535092,-1.2823173,-0.96109784,-1.3349286,-1.5574884,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,-1.656056,-0.81201726,-1.1261299,-0.81559694,-0.8334717,-1.718249,-0.85538954,-0.8269334,-1.4302362,-0.86863744,1.0138725,0.74541485,-1.8810571,0.28563353,1.0593047,-0.11474931,1.7189959,0.17039265,13-1161.01
1.5386931,0.9710633,0.03362503,-0.012118067,-0.012901637,0.42208523,0.20936894,0.062863976,-0.10097885,0.90213525,0.27989498,0.06179083,-0.10499745,-0.8298691,-0.8683286,-0.919483,-0.90848285,-0.7466079,0.26486102,0.31124306,1.0129008,-0.43849096,-0.18027692,0.5191847,0.10505828,-0.2203155,-0.44726348,0.02649245,-0.07600698,1.2831073,0.27109373,2.0034442,1.4424368,0.73948675,0.33675548,1.1050069,0.95100725,0.31627095,-0.9438035,0.8052869,1.2239423,0.58990276,0.5024455,0.456551,1.3006232,0.74470687,1.0035808,0.49308595,0.831688,1.6006906,1.1234214,0.3812119,-0.6904796,-0.47831795,0.7937187,-0.7708621,-1.2400149,-0.85005784,-0.7248048,-0.8055694,-0.05797851,1.6772455,2.0793047,1.7447644,0.8666418,1.8004347,1.7829031,0.7956538,0.6525101,0.6104727,0.6404509,1.0817868,1.8350726,1.9961061,1.2715319,0.84734285,1.1799755,1.4368558,1.4507524,0.22037679,0.35255158,0.22196655,0.7164892,1.5227575,0.14451197,-0.9602125,-0.3227368,-0.22281155,-0.003402642,-1.748491,-1.6769164,-1.3762572,-1.5998483,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-1.2705718,-0.9535092,-1.2823173,-0.96109784,-1.3349286,-1.3709744,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,-1.2068652,-0.81201726,-1.1261299,-0.81559694,-0.8334717,-0.4683325,-0.85538954,-0.5682837,-0.8669021,-0.86863744,0.6529877,0.44068083,-1.3416892,0.6455788,-0.23427878,0.092095606,1.5806404,0.57850695,13-1199.04
1.2452649,0.3259409,0.8897998,0.9716756,-0.316288,0.0019636315,0.5593327,0.28640893,0.963364,-0.34588006,0.7096314,0.83771247,1.7480388,0.01952885,-0.6055523,0.17025866,0.39884076,0.45984963,0.37361553,1.1487925,1.1009469,-0.50023824,-0.586979,0.7024204,-0.32512873,0.44136176,0.11341195,1.1977613,0.92235374,-0.4526515,1.4420425,-0.75699997,1.1627697,0.95714396,0.622074,1.2951803,0.95100725,0.53704613,0.32469526,0.8052869,0.25740987,0.58990276,0.5024455,-0.107779354,0.3329524,0.74470687,0.76343685,0.28457844,-0.12195211,0.8289027,0.33045015,0.053580422,-0.88143075,-0.24595721,-0.20233743,-0.60735977,-1.0907048,-0.85005784,-0.39722425,-0.8055694,-0.45448396,0.82140195,0.7359444,1.0817959,-0.28820747,0.24501818,-0.21942246,0.55351865,0.365706,0.8196199,0.38705724,1.0817868,0.9070012,1.2956889,0.04172579,0.55888826,0.6694294,0.35007378,0.34107068,0.6332286,0.59653664,-0.83677095,-0.29391506,-0.112834595,0.14451197,-0.75807464,-0.5622851,-1.8845814,-0.7382953,-1.748491,-1.6769164,-1.3762572,-1.5998483,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-0.99272996,-0.9535092,-1.2823173,-0.96109784,-1.3349286,-1.1844603,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,-1.656056,-0.07580092,-0.8779011,-0.81559694,-0.8334717,-0.89593554,-0.85538954,-0.5682837,-0.8669021,-0.86863744,-0.013259778,0.44068083,-1.3313167,1.1195068,0.46163636,0.028893037,1.4422853,-0.108319856,13-1199.05
0.9863577,1.0182674,1.5319309,2.4406273,0.63179433,0.7077676,-0.4765602,0.77075595,-0.6415975,0.75609076,-0.25727573,0.47786483,-0.10499745,-0.42539394,0.12438149,-0.3239266,-1.0718983,-0.7778094,-0.55683815,-0.58214337,-0.20507124,-0.7781012,-0.71855897,-1.053587,0.8966025,0.22867979,0.690578,-0.6242124,-0.90797424,-1.2272878,-1.0861427,0.88864934,1.9551597,0.26789537,-0.21193348,0.3126174,-0.082001746,0.74083817,-0.79787004,-0.03548189,-0.45782396,-0.71837765,-0.4850616,-0.107779354,-0.32087937,1.2674972,1.0035808,-1.0185949,0.831688,-0.4303297,-0.06603551,0.053580422,-0.6904796,-0.24595721,1.5507215,-0.9343646,-1.0907048,-0.85005784,-1.2227273,-0.5095089,-1.2169937,-0.011918957,-0.1478451,-0.04704282,-0.6528963,2.0700405,1.7829031,0.028891457,-0.8293123,0.38389614,-0.41535693,0.29389393,0.20166682,-0.08671285,-0.2534274,-0.26209694,-0.35166276,-0.7367081,-0.40871447,0.6332286,0.82175326,-0.47457108,-1.0039297,-1.7748078,-1.4781909,-0.75807464,-0.5622851,-1.8845814,-1.5344304,-1.6147596,-1.2471251,-0.41701573,-1.5998483,-1.2830777,-1.1576865,-1.0882499,-1.1765369,-1.2705718,-0.9535092,-0.97800964,-0.96109784,-1.3349286,-1.5574884,-1.222647,-1.0995462,-0.058730226,-1.2011381,-1.1458935,-0.75767446,-1.8597083,-0.8779011,-0.81559694,-0.8334717,-0.89593554,-0.85538954,-0.8269334,-1.72317,-0.86863744,-0.013259778,-0.12190397,-1.1861023,-1.100156,-0.29158938,-0.3043573,1.9265288,1.7232182,13-1199.06
0.882795,0.57769585,3.8099675,-0.2816506,0.113509215,0.38847512,-0.8125255,-1.030022,-0.5233371,0.052422605,-1.2779002,-1.0852237,-0.7984649,-1.26468,1.2046835,-1.2109256,-1.210173,-0.89221483,-0.7260116,-0.9311223,-0.85074335,-0.808975,-0.79033,-0.763464,0.50083035,-1.1655684,-0.51322544,-0.549846,-0.7785572,-2.030614,1.1493052,-0.42079198,0.07517602,0.8483153,0.7537592,0.8989855,0.5584637,1.9126437,-0.090653904,0.8052869,0.37339365,0.27167264,0.008691965,-0.2380092,-0.16395989,0.74470687,0.76343685,0.0760709,0.10692129,0.46331936,0.8220923,0.053580422,-1.0576934,-0.47831795,0.05663714,-0.8526133,-1.3778397,-0.85005784,-1.2227273,-0.8055694,-1.0187411,0.5511359,0.8596752,0.52633584,0.47156158,1.4063957,0.056760393,0.67458624,0.19840303,0.7150463,0.51375407,0.8926927,0.31303528,0.37408772,0.68122554,0.98047554,0.79196036,1.2366586,0.34107068,2.1855514,2.5859516,1.2807041,1.0714966,0.36201435,0.29905492,-0.9602125,-1.0613446,0.6080735,-0.7382953,-1.4698839,-1.4620206,-1.1935445,-1.3858479,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-1.1423372,-0.9535092,-1.2823173,-0.96109784,-1.1419135,-1.5574884,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,0.7281085,-0.98191303,-1.1261299,-0.81559694,-0.8334717,-0.78081155,-0.85538954,-0.5682837,-1.0021021,-0.86863744,0.1533021,0.018742232,-1.8084499,0.14165542,-0.692764,-0.44225383,0.6687532,2.4697692,13-2011.00
0.3649809,1.0812066,1.3484648,-0.1468845,0.41689557,-0.38454828,0.18137185,-0.90583044,-0.3881826,0.9419655,-0.9018808,0.084281296,1.6684604,-0.7691978,0.89811134,-1.0208542,-1.210173,-0.6842049,-0.5930896,-0.20524603,1.5411781,-0.70606273,-0.6707117,-0.29010558,0.46641544,-0.6929418,-0.34832078,0.02649245,-0.5382111,-0.53872246,1.3622051,-0.36770657,-0.406473,0.8483153,0.7537592,0.40770406,0.43450278,1.0635092,-0.30394122,0.8052869,0.48937744,-1.2841209,-1.2906591,0.04415598,-0.9747112,0.121380724,0.14306429,-0.9143411,-0.12195211,-0.4303297,-0.46252117,-0.8789093,-0.9695621,-0.47831795,-0.20233743,-0.8526133,-0.22930007,-0.85005784,-0.47584352,-0.8055694,-0.7289872,0.5511359,-0.024114275,-0.4949946,0.07648132,0.24501818,0.056760393,-0.71769255,0.365706,0.6104727,0.11254695,0.29389393,-0.021070093,-0.08671285,-0.72075385,0.27043363,0.6694294,0.006879945,0.91090757,0.83139724,0.82175326,-0.83677095,0.19763264,0.20373137,-0.19033171,0.7242693,-0.6820593,-0.22281155,-0.1871258,-0.7009282,-0.6137486,-0.6149546,-0.4735307,-0.37178198,0.009657216,-0.26002377,-0.19730586,-1.6766487,-0.4824632,-0.6737018,-0.8254373,-0.7397989,-1.0756603,-0.527726,-0.5601505,-0.5165115,-0.06367039,-0.2715305,0.5207901,0.2639906,-1.0020155,0.74247473,0.27086633,-0.0736222,0.19237253,-0.97781247,-0.8669021,0.05201004,-0.37414452,0.018742232,-0.9890255,-0.3322726,-0.2670277,-0.13773206,1.2661966,1.3847817,13-2023.00
1.1934836,1.3644308,2.8620598,-1.4002105,-0.06346628,0.82540196,-1.0505009,-1.4025968,-0.6078089,0.078976095,-1.1489793,-1.1526951,-0.7188866,-1.1938968,1.1754862,-1.1982541,-1.1598914,-0.82981193,-0.2789103,0.0041413205,-0.41051233,-0.76781,-0.4075515,-1.0841262,0.36317065,-1.0474116,-0.48024434,-0.21519789,0.47863802,-0.95473063,1.4420425,-0.20845011,0.8364918,0.73948675,0.88544446,0.10659592,0.43450278,2.0145397,-0.79787004,0.5176553,0.25740987,0.1655959,-0.4850616,-0.36823905,-0.32087937,-0.5019455,-0.23716423,0.0760709,-0.12195211,0.8289027,0.9172487,0.053580422,-1.0576934,-0.47831795,0.5546652,-0.9343646,-1.3778397,-0.85005784,-1.3799659,-0.8055694,-1.781251,0.5511359,0.7359444,0.41882747,-0.28820747,2.5677733,0.63214135,0.29120508,0.6525101,0.8196199,0.11254695,0.8926927,0.42440373,0.15290366,0.36147565,0.84734285,0.93491364,1.0650617,-0.048817944,2.2846358,2.69856,0.5563043,-0.6489224,-0.112834595,0.14451197,-0.9602125,-1.3208557,-0.22281155,-0.37084898,-1.748491,-1.6769164,-1.5741957,-1.5998483,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-1.5484139,-0.9535092,-1.2823173,-0.96109784,-1.3349286,-1.3709744,-1.0558659,-1.2466542,-0.5165115,-1.2011381,-1.1458935,-0.75767446,-0.81201726,-0.8779011,-0.81559694,-0.8334717,-1.0932908,-0.85538954,-0.5682837,-1.1373025,-0.86863744,-0.013259778,0.15938842,-1.8810571,0.28563353,-0.33252564,-0.402034,1.2347524,2.3901372,13-2031.00
-0.3772195,0.46755305,3.5806348,-0.18731433,-0.7208033,-1.3256208,-1.2184834,-0.3966448,-0.5571259,-0.19983587,-1.1597228,-1.0289975,-0.05952421,-1.2747918,1.1754862,-1.134897,-1.2478844,-0.8402124,-1.1126935,-0.51234764,-0.08767646,-0.6031505,-0.82621545,-1.4047885,0.39758557,-1.0474116,-0.51322544,0.02649245,-0.5382111,-1.3563938,1.0827742,-0.91625625,-0.45308414,0.26789537,-0.21193348,-0.09942556,0.1659202,1.3861804,-0.65193653,0.8052869,0.9726436,-0.71837765,-0.7969055,-0.36823905,-1.314704,-0.74323285,-0.47730824,-1.2444785,0.10692129,-0.4303297,0.7269358,-1.8366014,-1.0576934,-0.47831795,0.03671604,-1.1114923,-1.0907048,-0.85005784,-1.3799659,-0.8055694,-1.2169937,-0.30470774,0.08194036,0.18589233,-0.28820747,0.24501818,-0.51862055,-1.2221413,0.365706,0.6104727,0.6404509,0.10479985,-0.021070093,-0.32632938,0.36147565,0.55888826,0.93491364,0.69326764,-0.048817944,1.871784,2.2293582,-0.11237119,0.7164892,0.20373137,0.45359787,-0.9602125,-1.7999527,-0.7475803,-1.9018768,-1.0575454,-0.97567815,-0.9956059,-1.1718477,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-1.2705718,-0.9535092,-1.2823173,-0.96109784,-1.3349286,-1.3709744,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,0.07159931,-2.567608,-1.6432738,-0.81559694,-0.8334717,-1.290646,-0.85538954,-1.387341,-1.4302362,-0.86863744,-0.37414452,-0.73137194,-1.8810571,0.2976317,-0.76644915,-0.27562872,1.0712414,2.360275,13-2041.00
-0.9295545,-0.08316126,2.8926375,1.5646467,1.3396957,0.0019636315,-0.89651674,-1.2908244,-0.6415975,-0.46537077,-1.1060055,-1.107714,-0.92351645,-1.42647,0.79592067,-1.2616111,-1.3107365,-0.89221483,1.3403205,0.4787528,-0.8213946,-0.860431,0.60920346,-0.5802282,0.56966025,-0.9056238,-0.31533992,0.47269002,-0.039030466,-1.9445434,0.93640566,-0.102279276,0.3237687,0.95714396,0.88544446,1.2951803,0.95100725,1.3861804,-0.090653904,0.8052869,0.50870854,0.1655959,-0.4850616,0.9774704,-0.0070404112,1.750072,0.76343685,0.28457844,1.5373814,1.0929356,0.7269358,0.053580422,-1.0576934,-0.47831795,0.29569063,-0.7708621,-1.3778397,-0.85005784,-1.3799659,-0.8055694,-1.0187411,1.4069794,0.96572983,1.0817959,-0.28820747,2.318907,0.056760393,-0.71769255,0.6525101,0.8196199,0.6404509,1.0817868,0.66570246,0.37408772,0.04172579,0.84734285,0.93491364,-0.3649141,0.34107068,1.871784,2.2293582,0.5563043,0.3614819,-0.112834595,0.14451197,-0.9602125,-1.7999527,-0.22281155,-0.003402642,-1.748491,-1.6769164,-1.3762572,-1.5998483,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-1.5484139,-0.9535092,-1.2823173,-0.96109784,-1.3349286,-1.5574884,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,0.96998084,-0.44390905,-1.1261299,-0.81559694,-0.8334717,-0.89593554,-0.85538954,-0.8269334,-1.1373025,-0.86863744,1.3747573,1.3314413,-1.8810571,-0.09830805,-0.16059363,0.74710464,1.9391066,1.0562994,13-2052.00
-1.0503777,0.35741028,0.87451094,1.3220677,0.6065121,-0.93910885,-0.8405226,-0.5829323,-0.42197123,-0.4388173,-1.1597228,-1.1751856,-0.20731236,-1.1231138,0.25576943,-1.0081828,-0.89591247,-0.29938653,-0.20640752,-0.6519391,0.2058109,-0.06800696,-0.5391316,-1.7101809,0.56966025,-0.8110986,-0.38130167,-0.5312544,-0.7785572,-1.1125268,0.2977062,-0.526963,-0.42201006,0.503691,0.33675548,0.8989855,0.1659202,0.53704613,-0.65193653,0.5176553,0.0061111883,-0.06423742,-0.7969055,-0.36823905,-0.32087937,0.26213217,0.26313633,-0.14981267,0.10692129,-0.18660751,-0.25634864,-0.27405107,-1.0576934,-0.47831795,-0.20233743,-0.9343646,-1.3778397,-0.85005784,-1.3799659,-0.8055694,-1.9795035,0.5511359,0.08194036,0.18589233,-0.6528963,0.24501818,0.056760393,-0.45537892,-0.5425082,0.6104727,-0.16196333,0.68784034,-0.021070093,0.15290366,-0.5485806,0.004168341,0.6694294,-0.7367081,0.34107068,0.4350599,0.35255158,-0.83677095,-0.6489224,0.20373137,-0.83426136,-0.9602125,-1.5604041,-0.7475803,-0.7382953,-0.9126697,-0.8286443,-1.1783185,-0.7551101,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-1.2705718,-0.9535092,-1.2823173,-0.96109784,-0.93281394,-1.5574884,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,-1.2068652,-1.4916002,-1.1261299,-0.81559694,-0.8334717,-0.68213403,-0.85538954,-1.1071372,-1.4302362,-0.86863744,-0.37414452,-0.12190397,-1.585442,0.11166,-0.76644915,-0.011326782,1.0586637,1.7431263,13-2053.00
0.0542923,-0.35065126,2.9537928,-1.1980611,-1.3528582,-0.1492804,-0.89651674,-1.2908244,-0.6415975,-0.46537077,-1.24567,-1.1751856,-0.8666748,-1.2950156,0.051388178,-1.2616111,-1.3107365,-0.89221483,-0.762263,-0.8613266,-0.8213946,-0.8192662,-0.79033,-1.0993959,1.171922,-1.212831,-0.5297159,-0.41970512,-0.7785572,-1.7580569,1.016243,-0.9339514,-0.45308414,1.1748011,0.88544446,1.2951803,0.95100725,1.7937646,-0.79787004,1.3362982,0.9726436,1.0495695,1.4899526,0.9774704,1.3006232,0.26213217,0.52329284,0.9448531,0.10692129,1.3569684,1.3295943,-0.8789093,-1.0576934,-0.47831795,0.03671604,-1.1114923,-1.0907048,-0.85005784,-1.3799659,-0.8055694,-0.63748616,1.4069794,1.6197338,1.7447644,1.2313306,-0.27345398,-0.8178186,1.8045515,0.6525101,1.2553438,0.8938445,1.0817868,0.20166682,0.37408772,0.97637874,1.3798734,1.4250374,1.0650617,2.2305295,1.4589322,1.0469699,0.91850424,1.399195,0.52029735,0.45359787,-0.9602125,-0.8018335,0.30195725,-0.7382953,-1.6147596,-1.5411928,-1.3762572,-1.5998483,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-0.99272996,-0.9535092,-1.2823173,-0.96109784,-1.3349286,-1.1844603,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,1.3846177,-0.81201726,-1.1261299,-0.81559694,-0.8334717,-1.5044475,-0.85538954,-1.1071372,-1.1373025,-0.86863744,1.3747573,1.0501488,-1.8810571,0.12365817,-0.76644915,-0.11474931,1.2033079,1.6336321,13-2061.00
-0.17009363,1.2228186,1.7153968,0.93124574,1.5419531,-0.9895236,-0.9525109,-0.8313156,-0.48954847,-0.053791355,-1.3531041,-1.2314117,-0.9689897,-1.345575,0.79592067,-1.1602398,-1.3107365,-0.89221483,0.7602974,0.95336413,-0.7920458,-0.8192662,1.0996383,0.641342,0.7073199,0.6540435,-0.4637539,-0.23378944,0.31224453,-1.5285351,0.01827515,0.4639656,0.96078813,0.73948675,0.622074,0.8989855,0.95100725,0.9446302,-1.0785114,0.5176553,0.9726436,0.58990276,-0.7969055,-0.107779354,-0.0070404112,1.2674972,1.2637373,0.0760709,1.2894347,0.58518046,-0.25634864,0.053580422,-1.0576934,-0.47831795,-0.20233743,-2.1333828,-1.3778397,-0.85005784,-1.3799659,-0.8055694,-1.781251,0.5511359,0.31172583,0.63384414,0.07648132,-0.54305947,-1.9685805,-0.98000616,0.6525101,0.6104727,0.8938445,0.68784034,0.42440373,0.15290366,0.36147565,0.55888826,0.6694294,-0.3649141,-0.768611,0.83139724,1.0469699,-0.83677095,0.033783413,-0.7987288,-0.5251754,-0.9602125,-1.3208557,-0.22281155,0.39466494,-1.1912768,-1.1114017,-0.9956059,-1.0366895,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-0.99272996,-0.9535092,-1.2823173,-0.96109784,-0.7237143,-1.5574884,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,-1.2068652,-2.9074,-1.374359,-0.81559694,-0.8334717,-1.9156041,-0.85538954,-0.5682837,-1.72317,-0.86863744,-0.37414452,-0.42663795,-1.8810571,-0.42825806,-0.11147025,1.1205748,1.2158856,0.93685144,13-2071.00
0.2096368,0.15285902,2.602149,1.7263664,1.6177996,0.15320726,-0.8125255,-0.30971074,0.1862247,-0.31932658,-1.1704662,-1.2651474,-0.24141729,-1.2747918,0.868914,-1.1982541,-1.2730253,-0.7466079,-0.2909941,-0.37275597,-0.395838,-0.8295574,-0.5032461,-0.22902712,0.17388813,-0.0076335194,-0.5791872,0.02649245,0.053410262,-0.96907574,1.0827742,-0.73930484,-0.018046599,0.73948675,0.88544446,0.3126174,0.95100725,1.1654053,-1.0785114,0.5176553,0.0061111883,-0.06423742,-1.1087495,0.17438583,-0.63471836,0.26213217,0.52329284,0.0760709,0.10692129,0.07742538,-0.46252117,0.3812119,-1.0576934,-0.47831795,0.03671604,-0.9343646,-1.0907048,-0.85005784,-1.3799659,-0.8055694,-1.399996,1.4069794,-0.1478451,-0.7100113,0.07648132,0.4938846,0.056760393,0.028891457,0.6525101,0.8196199,0.6404509,0.8926927,0.20166682,-1.2479306,0.36147565,0.55888826,0.6694294,-0.7367081,-0.40871447,1.0460804,1.290955,-1.1711087,-1.0039297,-0.4557817,-1.4781909,-0.9602125,-1.7999527,-0.22281155,-1.1363629,-0.6340626,-0.54588693,-0.9956059,-0.60868883,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-1.5484139,-0.9535092,-1.2823173,-0.96109784,-0.93281394,-1.5574884,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,0.96998084,-2.2278166,-1.1261299,-0.81559694,-0.8334717,-1.0932908,-0.85538954,-0.8269334,-0.596502,-0.86863744,1.0138725,0.74541485,-1.7565876,-0.6202288,-0.76644915,0.4942942,1.4045521,1.494276,13-2072.00
0.69293,1.820737,2.0058846,-1.0902481,1.1121562,-0.77106035,-0.68653846,-1.0424412,-0.11787337,-0.5317548,-1.2349266,-0.9502807,-0.4687836,-1.1938968,1.1462889,-0.9955114,-1.0341871,-0.6738044,0.1319392,0.03205978,-0.21974559,-0.59285927,-0.5510934,-0.7176551,0.7245278,-0.14942132,-0.24937795,0.24959123,-0.18693586,-0.4669966,1.6549424,-0.70391434,-0.25110224,0.95714396,0.88544446,0.10659592,0.95100725,1.1654053,-1.0785114,0.8052869,0.25740987,0.1655959,-0.14723001,-0.36823905,-0.32087937,0.26213217,0.76343685,0.0760709,-0.12195211,-0.4303297,-0.46252117,-0.5764802,-1.0576934,-0.24595721,0.03671604,-1.1114923,-0.9413947,-0.85005784,-1.3799659,-0.8055694,-0.63748616,-0.30470774,-0.3599544,-0.26205948,-0.28820747,-0.0038484505,-0.8178186,-0.71769255,0.6525101,0.8196199,0.6404509,0.48298803,-0.26236883,-1.0083141,0.68122554,1.1136081,1.1799755,1.7800496,-0.048817944,0.83139724,1.0469699,1.2807041,0.3614819,0.20373137,0.14451197,-0.9602125,-1.3208557,-0.7475803,-0.37084898,-0.767794,-0.68161047,-0.6149546,-0.9015314,-1.4164381,-1.1576865,-1.0882499,-1.1765369,0.07589306,-0.9535092,-1.2823173,-0.96109784,-0.93281394,-0.7803466,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,0.5207901,-0.44390905,-1.6432738,-0.81559694,-0.8334717,-1.5044475,-0.85538954,-1.387341,-0.30356804,-0.86863744,1.0138725,0.74541485,-1.7306565,-0.65622336,-0.76644915,0.15529831,0.9831972,2.2607348,13-2081.00
-0.11831226,0.76651245,2.602149,0.72909623,0.73292303,0.42208523,-1.0644994,-0.1358427,-0.08408454,0.5967698,-0.89113736,-1.0627332,-0.7075183,-1.2444563,0.46015105,-1.0842113,-1.2478844,-0.8402124,-0.77434677,-0.9590406,-0.7773714,-0.808975,-0.6228645,-1.1452047,0.019020963,0.51225567,-0.21639706,-0.47547978,-0.6676281,-1.3994291,1.3089803,-0.33231628,-0.6084546,0.95714396,0.622074,-0.28959888,-0.5985063,0.9446302,-1.0785114,-0.03548189,0.0061111883,-0.06423742,-0.4850616,-0.36823905,-0.9747112,-0.5019455,0.0029798048,-0.14981267,0.10692129,-0.4303297,-0.6686937,-0.5764802,-1.0576934,-0.47831795,0.03671604,-1.6156249,-1.3778397,-0.85005784,-1.3799659,-0.8055694,-0.8204886,-0.57497376,-0.3599544,-0.7100113,-0.6528963,-0.54305947,-1.0940014,-1.2221413,0.365706,0.6104727,-0.41535693,-0.30490476,-0.021070093,-0.08671285,-1.1880803,0.27043363,-0.086178556,-0.3649141,-0.048817944,1.0460804,1.290955,-0.47457108,-1.0039297,-0.7987288,-0.5251754,-0.9602125,-1.3208557,-0.7475803,-1.9018768,-0.767794,-0.68161047,-0.9956059,-1.0366895,-1.4164381,-1.1576865,-1.0882499,-1.1765369,-0.20194891,-0.9535092,-1.2823173,-0.96109784,-1.3349286,-1.5574884,-1.222647,-1.2466542,-0.5165115,-1.2011381,-1.1458935,1.3846177,-2.2278166,-1.6432738,-0.81559694,-0.8334717,-1.9156041,-0.85538954,-1.1071372,-1.4302362,-0.86863744,-0.7350292,-0.42663795,-1.3779927,-0.58423436,-0.76644915,-0.27562872,0.46122032,2.0915167,13-2082.00
